event_idx,group,relative_match,points,team,season,manager,appointment_type
3288,Matched controls (kept manager),-1,0.17647058823529413,Everton,2022/23,Sean Dyche,permanent
3363,Matched controls (kept manager),-1,0.3355263157894737,Everton,2024/25,David Moyes,permanent
3432,Matched controls (kept manager),-1,0.17647058823529413,Fulham,2018/19,Claudio Ranieri,permanent
3448,Matched controls (kept manager),-1,0.25,Fulham,2018/19,Scott Parker,permanent
3708,Matched controls (kept manager),-1,0.14035087719298245,Huddersfield,2018/19,Mark Hudson,caretaker
3782,Matched controls (kept manager),-1,0.2945205479452055,Hull,2016/17,Marco Silva,permanent
3902,Matched controls (kept manager),-1,0.25,Leeds,2021/22,Jesse Marsch,permanent
3934,Matched controls (kept manager),-1,0.36018957345971564,Leeds,2022/23,Michael Skubala,caretaker
4091,Matched controls (kept manager),-1,0.17647058823529413,Leicester,2016/17,Craig Shakespeare,caretaker_made_permanent
4169,Matched controls (kept manager),-1,0.23404255319148937,Leicester,2018/19,Mike Stowell,caretaker
4322,Matched controls (kept manager),-1,0.3355263157894737,Leicester,2022/23,Adam Sadler,caretaker
4344,Matched controls (kept manager),-1,0.36018957345971564,Leicester,2024/25,Ben Dawson,caretaker
5489,Matched controls (kept manager),-1,1.3333333333333333,Man United,2018/19,Ole Gunnar Solskjær,permanent
5598,Matched controls (kept manager),-1,1.1934306569343065,Man United,2021/22,Michael Carrick,caretaker
5758,Matched controls (kept manager),-1,1.6080586080586081,Man United,2025/26,Darren Fletcher,caretaker
5803,Matched controls (kept manager),-1,0.14035087719298245,Middlesbrough,2016/17,Steve Agnew,caretaker
5833,Matched controls (kept manager),-1,1.2146892655367232,Newcastle,2014/15,John Carver,caretaker_made_permanent
5880,Matched controls (kept manager),-1,0.25,Newcastle,2015/16,Rafael Benítez,permanent
6319,Matched controls (kept manager),-1,0.9393939393939394,Norwich,2021/22,Dean Smith,permanent
6401,Matched controls (kept manager),-1,0.2945205479452055,Nott'm Forest,2023/24,Nuno Espírito Santo,permanent
6486,Matched controls (kept manager),-1,0.6693548387096774,Nott'm Forest,2025/26,Vítor Pereira,permanent
6521,Matched controls (kept manager),-1,0.2542372881355932,QPR,2014/15,Chris Ramsey,caretaker_made_permanent
6602,Matched controls (kept manager),-1,1.0759493670886076,Sheffield United,2020/21,Paul Heckingbottom,caretaker_made_permanent
6626,Matched controls (kept manager),-1,0.14035087719298245,Sheffield United,2023/24,Chris Wilder,permanent
6816,Matched controls (kept manager),-1,0.5794392523364486,Southampton,2018/19,Kelvin Davis,caretaker
6968,Matched controls (kept manager),-1,0.3355263157894737,Southampton,2022/23,Nathan Jones,permanent
7008,Matched controls (kept manager),-1,0.061224489795918366,Southampton,2024/25,Simon Rusk,caretaker
7166,Matched controls (kept manager),-1,0.3333333333333333,Stoke,2017/18,Eddie Niedzwiecki,caretaker
7387,Matched controls (kept manager),-1,0.2945205479452055,Swansea,2015/16,Alan Curtis,caretaker_made_permanent
7428,Matched controls (kept manager),-1,0.2542372881355932,Swansea,2016/17,Alan Curtis,caretaker
7466,Matched controls (kept manager),-1,0.8181818181818182,Swansea,2017/18,Leon Britton,caretaker
7688,Matched controls (kept manager),-1,0.7070063694267515,Tottenham,2019/20,José Mourinho,permanent
7762,Matched controls (kept manager),-1,1.2393162393162394,Tottenham,2021/22,Antonio Conte,permanent
7818,Matched controls (kept manager),-1,1.3333333333333333,Tottenham,2022/23,Cristian Stellini,caretaker
7930,Matched controls (kept manager),-1,0.3333333333333333,Tottenham,2025/26,Igor Tudor,permanent
8042,Matched controls (kept manager),-1,0.2647058823529412,Watford,2017/18,Javi Gracia,permanent
8108,Matched controls (kept manager),-1,1.1785714285714286,Watford,2019/20,Hayden Mullins,caretaker
8152,Matched controls (kept manager),-1,0.14035087719298245,Watford,2021/22,Roy Hodgson,permanent
8189,Matched controls (kept manager),-1,0.25,West Brom,2014/15,Rob Kelly,caretaker
8296,Matched controls (kept manager),-1,0.061224489795918366,West Brom,2017/18,Gary Megson,caretaker
8335,Matched controls (kept manager),-1,0.2945205479452055,West Brom,2020/21,Sam Allardyce,permanent
8485,Matched controls (kept manager),-1,0.36018957345971564,West Ham,2017/18,David Moyes,permanent
8569,Matched controls (kept manager),-1,1.1785714285714286,West Ham,2019/20,David Moyes,permanent
8760,Matched controls (kept manager),-1,0.9890909090909091,West Ham,2024/25,Graham Potter,permanent
9060,Matched controls (kept manager),-1,0.2542372881355932,Wolves,2024/25,Vítor Pereira,permanent
9092,Matched controls (kept manager),-1,0.21739130434782608,Wolves,2025/26,Jamie Collins,caretaker
203,Changed manager,0,1.0,Arsenal,2019/20,Freddie Ljungberg,caretaker
481,Changed manager,0,0.0,Aston Villa,2014/15,Tim Sherwood,permanent
504,Changed manager,0,0.0,Aston Villa,2015/16,Kevin MacDonald,caretaker
619,Changed manager,0,3.0,Aston Villa,2021/22,Steven Gerrard,permanent
657,Changed manager,0,3.0,Aston Villa,2022/23,Aaron Danks,caretaker
2106,Changed manager,0,3.0,Chelsea,2015/16,Steve Holland,caretaker
2299,Changed manager,0,1.0,Chelsea,2020/21,Thomas Tuchel,permanent
2384,Changed manager,0,1.0,Chelsea,2022/23,Bruno Saltor,caretaker
2489,Changed manager,0,1.0,Chelsea,2025/26,Calum McFarlane,caretaker
2526,Changed manager,0,1.0,Crystal Palace,2014/15,Keith Millen,caretaker
2601,Changed manager,0,1.0,Crystal Palace,2016/17,Sam Allardyce,permanent
2839,Changed manager,0,0.0,Crystal Palace,2022/23,Patrick McCarthy,caretaker
2874,Changed manager,0,1.0,Crystal Palace,2023/24,Ray Lewington,caretaker
3169,Changed manager,0,3.0,Everton,2019/20,Duncan Ferguson,caretaker
3249,Changed manager,0,0.0,Everton,2021/22,Duncan Ferguson,caretaker
3288,Changed manager,0,3.0,Everton,2022/23,Sean Dyche,permanent
3363,Changed manager,0,0.0,Everton,2024/25,David Moyes,permanent
3432,Changed manager,0,3.0,Fulham,2018/19,Claudio Ranieri,permanent
3448,Changed manager,0,0.0,Fulham,2018/19,Scott Parker,permanent
3708,Changed manager,0,0.0,Huddersfield,2018/19,Mark Hudson,caretaker
3782,Changed manager,0,3.0,Hull,2016/17,Marco Silva,permanent
3902,Changed manager,0,0.0,Leeds,2021/22,Jesse Marsch,permanent
3934,Changed manager,0,1.0,Leeds,2022/23,Michael Skubala,caretaker
4091,Changed manager,0,3.0,Leicester,2016/17,Craig Shakespeare,caretaker_made_permanent
4169,Changed manager,0,3.0,Leicester,2018/19,Mike Stowell,caretaker
4322,Changed manager,0,0.0,Leicester,2022/23,Adam Sadler,caretaker
4344,Changed manager,0,0.0,Leicester,2024/25,Ben Dawson,caretaker
5489,Changed manager,0,3.0,Man United,2018/19,Ole Gunnar Solskjær,permanent
5598,Changed manager,0,1.0,Man United,2021/22,Michael Carrick,caretaker
5758,Changed manager,0,1.0,Man United,2025/26,Darren Fletcher,caretaker
5803,Changed manager,0,0.0,Middlesbrough,2016/17,Steve Agnew,caretaker
5833,Changed manager,0,1.0,Newcastle,2014/15,John Carver,caretaker_made_permanent
5880,Changed manager,0,0.0,Newcastle,2015/16,Rafael Benítez,permanent
6319,Changed manager,0,3.0,Norwich,2021/22,Dean Smith,permanent
6401,Changed manager,0,0.0,Nott'm Forest,2023/24,Nuno Espírito Santo,permanent
6486,Changed manager,0,0.0,Nott'm Forest,2025/26,Vítor Pereira,permanent
6521,Changed manager,0,0.0,QPR,2014/15,Chris Ramsey,caretaker_made_permanent
6602,Changed manager,0,0.0,Sheffield United,2020/21,Paul Heckingbottom,caretaker_made_permanent
6626,Changed manager,0,0.0,Sheffield United,2023/24,Chris Wilder,permanent
6816,Changed manager,0,0.0,Southampton,2018/19,Kelvin Davis,caretaker
6968,Changed manager,0,0.0,Southampton,2022/23,Nathan Jones,permanent
7008,Changed manager,0,1.0,Southampton,2024/25,Simon Rusk,caretaker
7166,Changed manager,0,0.0,Stoke,2017/18,Eddie Niedzwiecki,caretaker
7387,Changed manager,0,0.0,Swansea,2015/16,Alan Curtis,caretaker_made_permanent
7428,Changed manager,0,0.0,Swansea,2016/17,Alan Curtis,caretaker
7466,Changed manager,0,1.0,Swansea,2017/18,Leon Britton,caretaker
7688,Changed manager,0,3.0,Tottenham,2019/20,José Mourinho,permanent
7762,Changed manager,0,1.0,Tottenham,2021/22,Antonio Conte,permanent
7818,Changed manager,0,1.0,Tottenham,2022/23,Cristian Stellini,caretaker
7930,Changed manager,0,0.0,Tottenham,2025/26,Igor Tudor,permanent
8042,Changed manager,0,1.0,Watford,2017/18,Javi Gracia,permanent
8108,Changed manager,0,0.0,Watford,2019/20,Hayden Mullins,caretaker
8152,Changed manager,0,1.0,Watford,2021/22,Roy Hodgson,permanent
8189,Changed manager,0,1.0,West Brom,2014/15,Rob Kelly,caretaker
8296,Changed manager,0,1.0,West Brom,2017/18,Gary Megson,caretaker
8335,Changed manager,0,0.0,West Brom,2020/21,Sam Allardyce,permanent
8485,Changed manager,0,0.0,West Ham,2017/18,David Moyes,permanent
8569,Changed manager,0,3.0,West Ham,2019/20,David Moyes,permanent
8760,Changed manager,0,3.0,West Ham,2024/25,Graham Potter,permanent
9060,Changed manager,0,3.0,Wolves,2024/25,Vítor Pereira,permanent
9092,Changed manager,0,0.0,Wolves,2025/26,Jamie Collins,caretaker
203,Matched controls (kept manager),0,1.311926605504587,Arsenal,2019/20,Freddie Ljungberg,caretaker
481,Matched controls (kept manager),0,1.0714285714285714,Aston Villa,2014/15,Tim Sherwood,permanent
504,Matched controls (kept manager),0,1.3877551020408163,Aston Villa,2015/16,Kevin MacDonald,caretaker
619,Matched controls (kept manager),0,1.2127659574468086,Aston Villa,2021/22,Steven Gerrard,permanent
657,Matched controls (kept manager),0,1.099526066350711,Aston Villa,2022/23,Aaron Danks,caretaker
2106,Matched controls (kept manager),0,1.0328947368421053,Chelsea,2015/16,Steve Holland,caretaker
2299,Matched controls (kept manager),0,1.3418181818181818,Chelsea,2020/21,Thomas Tuchel,permanent
2384,Matched controls (kept manager),0,1.42560553633218,Chelsea,2022/23,Bruno Saltor,caretaker
2489,Matched controls (kept manager),0,1.52,Chelsea,2025/26,Calum McFarlane,caretaker
2526,Matched controls (kept manager),0,1.0990990990990992,Crystal Palace,2014/15,Keith Millen,caretaker
2601,Matched controls (kept manager),0,1.3333333333333333,Crystal Palace,2016/17,Sam Allardyce,permanent
2839,Matched controls (kept manager),0,1.3058823529411765,Crystal Palace,2022/23,Patrick McCarthy,caretaker
2874,Matched controls (kept manager),0,1.0680272108843538,Crystal Palace,2023/24,Ray Lewington,caretaker
3169,Matched controls (kept manager),0,0.9886363636363636,Everton,2019/20,Duncan Ferguson,caretaker
3249,Matched controls (kept manager),0,1.3725490196078431,Everton,2021/22,Duncan Ferguson,caretaker
3288,Matched controls (kept manager),0,1.3058823529411765,Everton,2022/23,Sean Dyche,permanent
3363,Matched controls (kept manager),0,1.0328947368421053,Everton,2024/25,David Moyes,permanent
3432,Matched controls (kept manager),0,1.3058823529411765,Fulham,2018/19,Claudio Ranieri,permanent
3448,Matched controls (kept manager),0,0.9886363636363636,Fulham,2018/19,Scott Parker,permanent
3708,Matched controls (kept manager),0,1.3333333333333333,Huddersfield,2018/19,Mark Hudson,caretaker
3782,Matched controls (kept manager),0,1.0890410958904109,Hull,2016/17,Marco Silva,permanent
3902,Matched controls (kept manager),0,0.9886363636363636,Leeds,2021/22,Jesse Marsch,permanent
3934,Matched controls (kept manager),0,1.099526066350711,Leeds,2022/23,Michael Skubala,caretaker
4091,Matched controls (kept manager),0,1.3058823529411765,Leicester,2016/17,Craig Shakespeare,caretaker_made_permanent
4169,Matched controls (kept manager),0,1.2127659574468086,Leicester,2018/19,Mike Stowell,caretaker
4322,Matched controls (kept manager),0,1.0328947368421053,Leicester,2022/23,Adam Sadler,caretaker
4344,Matched controls (kept manager),0,1.099526066350711,Leicester,2024/25,Ben Dawson,caretaker
5489,Matched controls (kept manager),0,1.6666666666666667,Man United,2018/19,Ole Gunnar Solskjær,permanent
5598,Matched controls (kept manager),0,1.4452554744525548,Man United,2021/22,Michael Carrick,caretaker
5758,Matched controls (kept manager),0,1.2344322344322345,Man United,2025/26,Darren Fletcher,caretaker
5803,Matched controls (kept manager),0,1.3333333333333333,Middlesbrough,2016/17,Steve Agnew,caretaker
5833,Matched controls (kept manager),0,1.689265536723164,Newcastle,2014/15,John Carver,caretaker_made_permanent
5880,Matched controls (kept manager),0,0.9886363636363636,Newcastle,2015/16,Rafael Benítez,permanent
6319,Matched controls (kept manager),0,1.4393939393939394,Norwich,2021/22,Dean Smith,permanent
6401,Matched controls (kept manager),0,1.0890410958904109,Nott'm Forest,2023/24,Nuno Espírito Santo,permanent
6486,Matched controls (kept manager),0,1.1733870967741935,Nott'm Forest,2025/26,Vítor Pereira,permanent
6521,Matched controls (kept manager),0,1.0593220338983051,QPR,2014/15,Chris Ramsey,caretaker_made_permanent
6602,Matched controls (kept manager),0,1.1983122362869199,Sheffield United,2020/21,Paul Heckingbottom,caretaker_made_permanent
6626,Matched controls (kept manager),0,1.3333333333333333,Sheffield United,2023/24,Chris Wilder,permanent
6816,Matched controls (kept manager),0,1.2710280373831775,Southampton,2018/19,Kelvin Davis,caretaker
6968,Matched controls (kept manager),0,1.0328947368421053,Southampton,2022/23,Nathan Jones,permanent
7008,Matched controls (kept manager),0,1.3877551020408163,Southampton,2024/25,Simon Rusk,caretaker
7166,Matched controls (kept manager),0,1.0990990990990992,Stoke,2017/18,Eddie Niedzwiecki,caretaker
7387,Matched controls (kept manager),0,1.0890410958904109,Swansea,2015/16,Alan Curtis,caretaker_made_permanent
7428,Matched controls (kept manager),0,1.0593220338983051,Swansea,2016/17,Alan Curtis,caretaker
7466,Matched controls (kept manager),0,1.2424242424242424,Swansea,2017/18,Leon Britton,caretaker
7688,Matched controls (kept manager),0,1.2929936305732483,Tottenham,2019/20,José Mourinho,permanent
7762,Matched controls (kept manager),0,1.393162393162393,Tottenham,2021/22,Antonio Conte,permanent
7818,Matched controls (kept manager),0,1.6666666666666667,Tottenham,2022/23,Cristian Stellini,caretaker
7930,Matched controls (kept manager),0,1.0990990990990992,Tottenham,2025/26,Igor Tudor,permanent
8042,Matched controls (kept manager),0,1.3725490196078431,Watford,2017/18,Javi Gracia,permanent
8108,Matched controls (kept manager),0,1.2976190476190477,Watford,2019/20,Hayden Mullins,caretaker
8152,Matched controls (kept manager),0,1.3333333333333333,Watford,2021/22,Roy Hodgson,permanent
8189,Matched controls (kept manager),0,0.9886363636363636,West Brom,2014/15,Rob Kelly,caretaker
8296,Matched controls (kept manager),0,1.3877551020408163,West Brom,2017/18,Gary Megson,caretaker
8335,Matched controls (kept manager),0,1.0890410958904109,West Brom,2020/21,Sam Allardyce,permanent
8485,Matched controls (kept manager),0,1.099526066350711,West Ham,2017/18,David Moyes,permanent
8569,Matched controls (kept manager),0,1.2976190476190477,West Ham,2019/20,David Moyes,permanent
8760,Matched controls (kept manager),0,1.3418181818181818,West Ham,2024/25,Graham Potter,permanent
9060,Matched controls (kept manager),0,1.0593220338983051,Wolves,2024/25,Vítor Pereira,permanent
9092,Matched controls (kept manager),0,0.9565217391304348,Wolves,2025/26,Jamie Collins,caretaker
203,Changed manager,1,0.0,Arsenal,2019/20,Freddie Ljungberg,caretaker
481,Changed manager,1,0.0,Aston Villa,2014/15,Tim Sherwood,permanent
504,Changed manager,1,1.0,Aston Villa,2015/16,Kevin MacDonald,caretaker
619,Changed manager,1,3.0,Aston Villa,2021/22,Steven Gerrard,permanent
657,Changed manager,1,0.0,Aston Villa,2022/23,Aaron Danks,caretaker
2106,Changed manager,1,1.0,Chelsea,2015/16,Steve Holland,caretaker
2299,Changed manager,1,3.0,Chelsea,2020/21,Thomas Tuchel,permanent
2384,Changed manager,1,0.0,Chelsea,2022/23,Bruno Saltor,caretaker
2489,Changed manager,1,0.0,Chelsea,2025/26,Calum McFarlane,caretaker
2526,Changed manager,1,1.0,Crystal Palace,2014/15,Keith Millen,caretaker
2601,Changed manager,1,0.0,Crystal Palace,2016/17,Sam Allardyce,permanent
2839,Changed manager,1,3.0,Crystal Palace,2022/23,Patrick McCarthy,caretaker
2874,Changed manager,1,3.0,Crystal Palace,2023/24,Ray Lewington,caretaker
3169,Changed manager,1,1.0,Everton,2019/20,Duncan Ferguson,caretaker
3249,Changed manager,1,0.0,Everton,2021/22,Duncan Ferguson,caretaker
3288,Changed manager,1,0.0,Everton,2022/23,Sean Dyche,permanent
3363,Changed manager,1,3.0,Everton,2024/25,David Moyes,permanent
3432,Changed manager,1,0.0,Fulham,2018/19,Claudio Ranieri,permanent
3448,Changed manager,1,0.0,Fulham,2018/19,Scott Parker,permanent
3708,Changed manager,1,0.0,Huddersfield,2018/19,Mark Hudson,caretaker
3782,Changed manager,1,0.0,Hull,2016/17,Marco Silva,permanent
3902,Changed manager,1,0.0,Leeds,2021/22,Jesse Marsch,permanent
3934,Changed manager,1,0.0,Leeds,2022/23,Michael Skubala,caretaker
4091,Changed manager,1,3.0,Leicester,2016/17,Craig Shakespeare,caretaker_made_permanent
4169,Changed manager,1,0.0,Leicester,2018/19,Mike Stowell,caretaker
4322,Changed manager,1,0.0,Leicester,2022/23,Adam Sadler,caretaker
4344,Changed manager,1,3.0,Leicester,2024/25,Ben Dawson,caretaker
5489,Changed manager,1,3.0,Man United,2018/19,Ole Gunnar Solskjær,permanent
5598,Changed manager,1,3.0,Man United,2021/22,Michael Carrick,caretaker
5758,Changed manager,1,3.0,Man United,2025/26,Darren Fletcher,caretaker
5803,Changed manager,1,1.0,Middlesbrough,2016/17,Steve Agnew,caretaker
5833,Changed manager,1,0.0,Newcastle,2014/15,John Carver,caretaker_made_permanent
5880,Changed manager,1,1.0,Newcastle,2015/16,Rafael Benítez,permanent
6319,Changed manager,1,1.0,Norwich,2021/22,Dean Smith,permanent
6401,Changed manager,1,3.0,Nott'm Forest,2023/24,Nuno Espírito Santo,permanent
6486,Changed manager,1,0.0,Nott'm Forest,2025/26,Vítor Pereira,permanent
6521,Changed manager,1,3.0,QPR,2014/15,Chris Ramsey,caretaker_made_permanent
6602,Changed manager,1,0.0,Sheffield United,2020/21,Paul Heckingbottom,caretaker_made_permanent
6626,Changed manager,1,3.0,Sheffield United,2023/24,Chris Wilder,permanent
6816,Changed manager,1,0.0,Southampton,2018/19,Kelvin Davis,caretaker
6968,Changed manager,1,0.0,Southampton,2022/23,Nathan Jones,permanent
7008,Changed manager,1,0.0,Southampton,2024/25,Simon Rusk,caretaker
7166,Changed manager,1,3.0,Stoke,2017/18,Eddie Niedzwiecki,caretaker
7387,Changed manager,1,1.0,Swansea,2015/16,Alan Curtis,caretaker_made_permanent
7428,Changed manager,1,3.0,Swansea,2016/17,Alan Curtis,caretaker
7466,Changed manager,1,0.0,Swansea,2017/18,Leon Britton,caretaker
7688,Changed manager,1,3.0,Tottenham,2019/20,José Mourinho,permanent
7762,Changed manager,1,3.0,Tottenham,2021/22,Antonio Conte,permanent
7818,Changed manager,1,3.0,Tottenham,2022/23,Cristian Stellini,caretaker
7930,Changed manager,1,0.0,Tottenham,2025/26,Igor Tudor,permanent
8042,Changed manager,1,3.0,Watford,2017/18,Javi Gracia,permanent
8108,Changed manager,1,1.0,Watford,2019/20,Hayden Mullins,caretaker
8152,Changed manager,1,0.0,Watford,2021/22,Roy Hodgson,permanent
8189,Changed manager,1,3.0,West Brom,2014/15,Rob Kelly,caretaker
8296,Changed manager,1,1.0,West Brom,2017/18,Gary Megson,caretaker
8335,Changed manager,1,1.0,West Brom,2020/21,Sam Allardyce,permanent
8485,Changed manager,1,1.0,West Ham,2017/18,David Moyes,permanent
8569,Changed manager,1,0.0,West Ham,2019/20,David Moyes,permanent
8760,Changed manager,1,0.0,West Ham,2024/25,Graham Potter,permanent
9060,Changed manager,1,3.0,Wolves,2024/25,Vítor Pereira,permanent
9092,Changed manager,1,0.0,Wolves,2025/26,Jamie Collins,caretaker
203,Matched controls (kept manager),1,1.334862385321101,Arsenal,2019/20,Freddie Ljungberg,caretaker
481,Matched controls (kept manager),1,0.7142857142857143,Aston Villa,2014/15,Tim Sherwood,permanent
504,Matched controls (kept manager),1,1.4489795918367347,Aston Villa,2015/16,Kevin MacDonald,caretaker
619,Matched controls (kept manager),1,1.2234042553191489,Aston Villa,2021/22,Steven Gerrard,permanent
657,Matched controls (kept manager),1,1.2227488151658767,Aston Villa,2022/23,Aaron Danks,caretaker
2106,Matched controls (kept manager),1,1.256578947368421,Chelsea,2015/16,Steve Holland,caretaker
2299,Matched controls (kept manager),1,1.2945454545454544,Chelsea,2020/21,Thomas Tuchel,permanent
2384,Matched controls (kept manager),1,1.328719723183391,Chelsea,2022/23,Bruno Saltor,caretaker
2489,Matched controls (kept manager),1,1.56,Chelsea,2025/26,Calum McFarlane,caretaker
2526,Matched controls (kept manager),1,1.009009009009009,Crystal Palace,2014/15,Keith Millen,caretaker
2601,Matched controls (kept manager),1,1.456140350877193,Crystal Palace,2016/17,Sam Allardyce,permanent
2839,Matched controls (kept manager),1,1.2823529411764707,Crystal Palace,2022/23,Patrick McCarthy,caretaker
2874,Matched controls (kept manager),1,1.129251700680272,Crystal Palace,2023/24,Ray Lewington,caretaker
3169,Matched controls (kept manager),1,1.0113636363636365,Everton,2019/20,Duncan Ferguson,caretaker
3249,Matched controls (kept manager),1,1.2843137254901962,Everton,2021/22,Duncan Ferguson,caretaker
3288,Matched controls (kept manager),1,1.2823529411764707,Everton,2022/23,Sean Dyche,permanent
3363,Matched controls (kept manager),1,1.256578947368421,Everton,2024/25,David Moyes,permanent
3432,Matched controls (kept manager),1,1.2823529411764707,Fulham,2018/19,Claudio Ranieri,permanent
3448,Matched controls (kept manager),1,1.0113636363636365,Fulham,2018/19,Scott Parker,permanent
3708,Matched controls (kept manager),1,1.456140350877193,Huddersfield,2018/19,Mark Hudson,caretaker
3782,Matched controls (kept manager),1,1.1164383561643836,Hull,2016/17,Marco Silva,permanent
3902,Matched controls (kept manager),1,1.0113636363636365,Leeds,2021/22,Jesse Marsch,permanent
3934,Matched controls (kept manager),1,1.2227488151658767,Leeds,2022/23,Michael Skubala,caretaker
4091,Matched controls (kept manager),1,1.2823529411764707,Leicester,2016/17,Craig Shakespeare,caretaker_made_permanent
4169,Matched controls (kept manager),1,1.2234042553191489,Leicester,2018/19,Mike Stowell,caretaker
4322,Matched controls (kept manager),1,1.256578947368421,Leicester,2022/23,Adam Sadler,caretaker
4344,Matched controls (kept manager),1,1.2227488151658767,Leicester,2024/25,Ben Dawson,caretaker
5489,Matched controls (kept manager),1,1.564102564102564,Man United,2018/19,Ole Gunnar Solskjær,permanent
5598,Matched controls (kept manager),1,1.332116788321168,Man United,2021/22,Michael Carrick,caretaker
5758,Matched controls (kept manager),1,1.336996336996337,Man United,2025/26,Darren Fletcher,caretaker
5803,Matched controls (kept manager),1,1.456140350877193,Middlesbrough,2016/17,Steve Agnew,caretaker
5833,Matched controls (kept manager),1,1.576271186440678,Newcastle,2014/15,John Carver,caretaker_made_permanent
5880,Matched controls (kept manager),1,1.0113636363636365,Newcastle,2015/16,Rafael Benítez,permanent
6319,Matched controls (kept manager),1,1.378787878787879,Norwich,2021/22,Dean Smith,permanent
6401,Matched controls (kept manager),1,1.1164383561643836,Nott'm Forest,2023/24,Nuno Espírito Santo,permanent
6486,Matched controls (kept manager),1,1.1612903225806452,Nott'm Forest,2025/26,Vítor Pereira,permanent
6521,Matched controls (kept manager),1,1.3220338983050848,QPR,2014/15,Chris Ramsey,caretaker_made_permanent
6602,Matched controls (kept manager),1,1.240506329113924,Sheffield United,2020/21,Paul Heckingbottom,caretaker_made_permanent
6626,Matched controls (kept manager),1,1.456140350877193,Sheffield United,2023/24,Chris Wilder,permanent
6816,Matched controls (kept manager),1,1.2616822429906542,Southampton,2018/19,Kelvin Davis,caretaker
6968,Matched controls (kept manager),1,1.256578947368421,Southampton,2022/23,Nathan Jones,permanent
7008,Matched controls (kept manager),1,1.4489795918367347,Southampton,2024/25,Simon Rusk,caretaker
7166,Matched controls (kept manager),1,1.009009009009009,Stoke,2017/18,Eddie Niedzwiecki,caretaker
7387,Matched controls (kept manager),1,1.1164383561643836,Swansea,2015/16,Alan Curtis,caretaker_made_permanent
7428,Matched controls (kept manager),1,1.3220338983050848,Swansea,2016/17,Alan Curtis,caretaker
7466,Matched controls (kept manager),1,1.4848484848484849,Swansea,2017/18,Leon Britton,caretaker
7688,Matched controls (kept manager),1,1.1910828025477707,Tottenham,2019/20,José Mourinho,permanent
7762,Matched controls (kept manager),1,1.264957264957265,Tottenham,2021/22,Antonio Conte,permanent
7818,Matched controls (kept manager),1,1.564102564102564,Tottenham,2022/23,Cristian Stellini,caretaker
7930,Matched controls (kept manager),1,1.009009009009009,Tottenham,2025/26,Igor Tudor,permanent
8042,Matched controls (kept manager),1,1.2843137254901962,Watford,2017/18,Javi Gracia,permanent
8108,Matched controls (kept manager),1,1.1428571428571428,Watford,2019/20,Hayden Mullins,caretaker
8152,Matched controls (kept manager),1,1.456140350877193,Watford,2021/22,Roy Hodgson,permanent
8189,Matched controls (kept manager),1,1.0113636363636365,West Brom,2014/15,Rob Kelly,caretaker
8296,Matched controls (kept manager),1,1.4489795918367347,West Brom,2017/18,Gary Megson,caretaker
8335,Matched controls (kept manager),1,1.1164383561643836,West Brom,2020/21,Sam Allardyce,permanent
8485,Matched controls (kept manager),1,1.2227488151658767,West Ham,2017/18,David Moyes,permanent
8569,Matched controls (kept manager),1,1.1428571428571428,West Ham,2019/20,David Moyes,permanent
8760,Matched controls (kept manager),1,1.2945454545454544,West Ham,2024/25,Graham Potter,permanent
9060,Matched controls (kept manager),1,1.3220338983050848,Wolves,2024/25,Vítor Pereira,permanent
9092,Matched controls (kept manager),1,0.782608695652174,Wolves,2025/26,Jamie Collins,caretaker
203,Changed manager,2,3.0,Arsenal,2019/20,Freddie Ljungberg,caretaker
481,Changed manager,2,3.0,Aston Villa,2014/15,Tim Sherwood,permanent
504,Changed manager,2,0.0,Aston Villa,2015/16,Kevin MacDonald,caretaker
619,Changed manager,2,0.0,Aston Villa,2021/22,Steven Gerrard,permanent
657,Changed manager,2,3.0,Aston Villa,2022/23,Aaron Danks,caretaker
2106,Changed manager,2,1.0,Chelsea,2015/16,Steve Holland,caretaker
2299,Changed manager,2,3.0,Chelsea,2020/21,Thomas Tuchel,permanent
2384,Changed manager,2,0.0,Chelsea,2022/23,Bruno Saltor,caretaker
2489,Changed manager,2,3.0,Chelsea,2025/26,Calum McFarlane,caretaker
2526,Changed manager,2,3.0,Crystal Palace,2014/15,Keith Millen,caretaker
2601,Changed manager,2,0.0,Crystal Palace,2016/17,Sam Allardyce,permanent
2839,Changed manager,2,3.0,Crystal Palace,2022/23,Patrick McCarthy,caretaker
2874,Changed manager,2,0.0,Crystal Palace,2023/24,Ray Lewington,caretaker
3169,Changed manager,2,1.0,Everton,2019/20,Duncan Ferguson,caretaker
3249,Changed manager,2,3.0,Everton,2021/22,Duncan Ferguson,caretaker
3288,Changed manager,2,3.0,Everton,2022/23,Sean Dyche,permanent
3363,Changed manager,2,3.0,Everton,2024/25,David Moyes,permanent
3432,Changed manager,2,1.0,Fulham,2018/19,Claudio Ranieri,permanent
3448,Changed manager,2,0.0,Fulham,2018/19,Scott Parker,permanent
3708,Changed manager,2,0.0,Huddersfield,2018/19,Mark Hudson,caretaker
3782,Changed manager,2,1.0,Hull,2016/17,Marco Silva,permanent
3902,Changed manager,2,3.0,Leeds,2021/22,Jesse Marsch,permanent
3934,Changed manager,2,0.0,Leeds,2022/23,Michael Skubala,caretaker
4091,Changed manager,2,3.0,Leicester,2016/17,Craig Shakespeare,caretaker_made_permanent
4169,Changed manager,2,3.0,Leicester,2018/19,Mike Stowell,caretaker
