event_idx,group,relative_match,points,team,season,manager,appointment_type
3708,Changed manager,-3,0.0,Huddersfield,2018/19,Mark Hudson,caretaker
3782,Changed manager,-3,0.0,Hull,2016/17,Marco Silva,permanent
3902,Changed manager,-3,0.0,Leeds,2021/22,Jesse Marsch,permanent
3934,Changed manager,-3,0.0,Leeds,2022/23,Michael Skubala,caretaker
4091,Changed manager,-3,0.0,Leicester,2016/17,Craig Shakespeare,caretaker_made_permanent
4169,Changed manager,-3,0.0,Leicester,2018/19,Mike Stowell,caretaker
4322,Changed manager,-3,0.0,Leicester,2022/23,Adam Sadler,caretaker
4344,Changed manager,-3,1.0,Leicester,2024/25,Ben Dawson,caretaker
5489,Changed manager,-3,1.0,Man United,2018/19,Ole Gunnar Solskjær,permanent
5598,Changed manager,-3,3.0,Man United,2021/22,Michael Carrick,caretaker
5758,Changed manager,-3,3.0,Man United,2025/26,Darren Fletcher,caretaker
5803,Changed manager,-3,1.0,Middlesbrough,2016/17,Steve Agnew,caretaker
5833,Changed manager,-3,0.0,Newcastle,2014/15,John Carver,caretaker_made_permanent
5880,Changed manager,-3,0.0,Newcastle,2015/16,Rafael Benítez,permanent
6319,Changed manager,-3,0.0,Norwich,2021/22,Dean Smith,permanent
6401,Changed manager,-3,0.0,Nott'm Forest,2023/24,Nuno Espírito Santo,permanent
6486,Changed manager,-3,1.0,Nott'm Forest,2025/26,Vítor Pereira,permanent
6521,Changed manager,-3,0.0,QPR,2014/15,Chris Ramsey,caretaker_made_permanent
6602,Changed manager,-3,0.0,Sheffield United,2020/21,Paul Heckingbottom,caretaker_made_permanent
6626,Changed manager,-3,1.0,Sheffield United,2023/24,Chris Wilder,permanent
6816,Changed manager,-3,1.0,Southampton,2018/19,Kelvin Davis,caretaker
6968,Changed manager,-3,1.0,Southampton,2022/23,Nathan Jones,permanent
7008,Changed manager,-3,0.0,Southampton,2024/25,Simon Rusk,caretaker
7166,Changed manager,-3,1.0,Stoke,2017/18,Eddie Niedzwiecki,caretaker
7387,Changed manager,-3,1.0,Swansea,2015/16,Alan Curtis,caretaker_made_permanent
7428,Changed manager,-3,0.0,Swansea,2016/17,Alan Curtis,caretaker
7466,Changed manager,-3,3.0,Swansea,2017/18,Leon Britton,caretaker
7688,Changed manager,-3,0.0,Tottenham,2019/20,José Mourinho,permanent
7762,Changed manager,-3,3.0,Tottenham,2021/22,Antonio Conte,permanent
7818,Changed manager,-3,0.0,Tottenham,2022/23,Cristian Stellini,caretaker
7930,Changed manager,-3,1.0,Tottenham,2025/26,Igor Tudor,permanent
8042,Changed manager,-3,0.0,Watford,2017/18,Javi Gracia,permanent
8108,Changed manager,-3,3.0,Watford,2019/20,Hayden Mullins,caretaker
8152,Changed manager,-3,0.0,Watford,2021/22,Roy Hodgson,permanent
8189,Changed manager,-3,0.0,West Brom,2014/15,Rob Kelly,caretaker
8296,Changed manager,-3,0.0,West Brom,2017/18,Gary Megson,caretaker
8335,Changed manager,-3,0.0,West Brom,2020/21,Sam Allardyce,permanent
8485,Changed manager,-3,0.0,West Ham,2017/18,David Moyes,permanent
8569,Changed manager,-3,3.0,West Ham,2019/20,David Moyes,permanent
8760,Changed manager,-3,3.0,West Ham,2024/25,Graham Potter,permanent
9060,Changed manager,-3,0.0,Wolves,2024/25,Vítor Pereira,permanent
9092,Changed manager,-3,0.0,Wolves,2025/26,Jamie Collins,caretaker
203,Matched controls (kept manager),-3,0.8165137614678899,Arsenal,2019/20,Freddie Ljungberg,caretaker
481,Matched controls (kept manager),-3,0.21428571428571427,Aston Villa,2014/15,Tim Sherwood,permanent
504,Matched controls (kept manager),-3,0.24489795918367346,Aston Villa,2015/16,Kevin MacDonald,caretaker
619,Matched controls (kept manager),-3,0.19148936170212766,Aston Villa,2021/22,Steven Gerrard,permanent
657,Matched controls (kept manager),-3,0.33175355450236965,Aston Villa,2022/23,Aaron Danks,caretaker
2106,Matched controls (kept manager),-3,0.32894736842105265,Chelsea,2015/16,Steve Holland,caretaker
2299,Matched controls (kept manager),-3,1.2254545454545454,Chelsea,2020/21,Thomas Tuchel,permanent
2384,Matched controls (kept manager),-3,1.2249134948096885,Chelsea,2022/23,Bruno Saltor,caretaker
2489,Matched controls (kept manager),-3,0.78,Chelsea,2025/26,Calum McFarlane,caretaker
2526,Matched controls (kept manager),-3,0.27927927927927926,Crystal Palace,2014/15,Keith Millen,caretaker
2601,Matched controls (kept manager),-3,0.3157894736842105,Crystal Palace,2016/17,Sam Allardyce,permanent
2839,Matched controls (kept manager),-3,0.21176470588235294,Crystal Palace,2022/23,Patrick McCarthy,caretaker
2874,Matched controls (kept manager),-3,1.0,Crystal Palace,2023/24,Ray Lewington,caretaker
3169,Matched controls (kept manager),-3,0.18181818181818182,Everton,2019/20,Duncan Ferguson,caretaker
3249,Matched controls (kept manager),-3,0.28431372549019607,Everton,2021/22,Duncan Ferguson,caretaker
3288,Matched controls (kept manager),-3,0.21176470588235294,Everton,2022/23,Sean Dyche,permanent
3363,Matched controls (kept manager),-3,0.32894736842105265,Everton,2024/25,David Moyes,permanent
3432,Matched controls (kept manager),-3,0.21176470588235294,Fulham,2018/19,Claudio Ranieri,permanent
3448,Matched controls (kept manager),-3,0.18181818181818182,Fulham,2018/19,Scott Parker,permanent
3708,Matched controls (kept manager),-3,0.3157894736842105,Huddersfield,2018/19,Mark Hudson,caretaker
3782,Matched controls (kept manager),-3,0.3013698630136986,Hull,2016/17,Marco Silva,permanent
3902,Matched controls (kept manager),-3,0.18181818181818182,Leeds,2021/22,Jesse Marsch,permanent
3934,Matched controls (kept manager),-3,0.33175355450236965,Leeds,2022/23,Michael Skubala,caretaker
4091,Matched controls (kept manager),-3,0.21176470588235294,Leicester,2016/17,Craig Shakespeare,caretaker_made_permanent
4169,Matched controls (kept manager),-3,0.19148936170212766,Leicester,2018/19,Mike Stowell,caretaker
4322,Matched controls (kept manager),-3,0.32894736842105265,Leicester,2022/23,Adam Sadler,caretaker
4344,Matched controls (kept manager),-3,0.33175355450236965,Leicester,2024/25,Ben Dawson,caretaker
5489,Matched controls (kept manager),-3,1.205128205128205,Man United,2018/19,Ole Gunnar Solskjær,permanent
5598,Matched controls (kept manager),-3,1.0912408759124088,Man United,2021/22,Michael Carrick,caretaker
5758,Matched controls (kept manager),-3,1.4505494505494505,Man United,2025/26,Darren Fletcher,caretaker
5803,Matched controls (kept manager),-3,0.3157894736842105,Middlesbrough,2016/17,Steve Agnew,caretaker
5833,Matched controls (kept manager),-3,1.0508474576271187,Newcastle,2014/15,John Carver,caretaker_made_permanent
5880,Matched controls (kept manager),-3,0.18181818181818182,Newcastle,2015/16,Rafael Benítez,permanent
6319,Matched controls (kept manager),-3,0.9242424242424242,Norwich,2021/22,Dean Smith,permanent
6401,Matched controls (kept manager),-3,0.3013698630136986,Nott'm Forest,2023/24,Nuno Espírito Santo,permanent
6486,Matched controls (kept manager),-3,0.7056451612903226,Nott'm Forest,2025/26,Vítor Pereira,permanent
6521,Matched controls (kept manager),-3,0.22033898305084745,QPR,2014/15,Chris Ramsey,caretaker_made_permanent
6602,Matched controls (kept manager),-3,1.0506329113924051,Sheffield United,2020/21,Paul Heckingbottom,caretaker_made_permanent
6626,Matched controls (kept manager),-3,0.3157894736842105,Sheffield United,2023/24,Chris Wilder,permanent
6816,Matched controls (kept manager),-3,0.5420560747663551,Southampton,2018/19,Kelvin Davis,caretaker
6968,Matched controls (kept manager),-3,0.32894736842105265,Southampton,2022/23,Nathan Jones,permanent
7008,Matched controls (kept manager),-3,0.24489795918367346,Southampton,2024/25,Simon Rusk,caretaker
7166,Matched controls (kept manager),-3,0.27927927927927926,Stoke,2017/18,Eddie Niedzwiecki,caretaker
7387,Matched controls (kept manager),-3,0.3013698630136986,Swansea,2015/16,Alan Curtis,caretaker_made_permanent
7428,Matched controls (kept manager),-3,0.22033898305084745,Swansea,2016/17,Alan Curtis,caretaker
7466,Matched controls (kept manager),-3,0.9696969696969697,Swansea,2017/18,Leon Britton,caretaker
7688,Matched controls (kept manager),-3,0.7452229299363057,Tottenham,2019/20,José Mourinho,permanent
7762,Matched controls (kept manager),-3,1.017094017094017,Tottenham,2021/22,Antonio Conte,permanent
7818,Matched controls (kept manager),-3,1.205128205128205,Tottenham,2022/23,Cristian Stellini,caretaker
7930,Matched controls (kept manager),-3,0.27927927927927926,Tottenham,2025/26,Igor Tudor,permanent
8042,Matched controls (kept manager),-3,0.28431372549019607,Watford,2017/18,Javi Gracia,permanent
8108,Matched controls (kept manager),-3,0.8809523809523809,Watford,2019/20,Hayden Mullins,caretaker
8152,Matched controls (kept manager),-3,0.3157894736842105,Watford,2021/22,Roy Hodgson,permanent
8189,Matched controls (kept manager),-3,0.18181818181818182,West Brom,2014/15,Rob Kelly,caretaker
8296,Matched controls (kept manager),-3,0.24489795918367346,West Brom,2017/18,Gary Megson,caretaker
8335,Matched controls (kept manager),-3,0.3013698630136986,West Brom,2020/21,Sam Allardyce,permanent
8485,Matched controls (kept manager),-3,0.33175355450236965,West Ham,2017/18,David Moyes,permanent
8569,Matched controls (kept manager),-3,0.8809523809523809,West Ham,2019/20,David Moyes,permanent
8760,Matched controls (kept manager),-3,1.2254545454545454,West Ham,2024/25,Graham Potter,permanent
9060,Matched controls (kept manager),-3,0.22033898305084745,Wolves,2024/25,Vítor Pereira,permanent
9092,Matched controls (kept manager),-3,0.17391304347826086,Wolves,2025/26,Jamie Collins,caretaker
203,Changed manager,-2,0.0,Arsenal,2019/20,Freddie Ljungberg,caretaker
481,Changed manager,-2,0.0,Aston Villa,2014/15,Tim Sherwood,permanent
504,Changed manager,-2,0.0,Aston Villa,2015/16,Kevin MacDonald,caretaker
619,Changed manager,-2,0.0,Aston Villa,2021/22,Steven Gerrard,permanent
657,Changed manager,-2,0.0,Aston Villa,2022/23,Aaron Danks,caretaker
2106,Changed manager,-2,0.0,Chelsea,2015/16,Steve Holland,caretaker
2299,Changed manager,-2,3.0,Chelsea,2020/21,Thomas Tuchel,permanent
2384,Changed manager,-2,1.0,Chelsea,2022/23,Bruno Saltor,caretaker
2489,Changed manager,-2,0.0,Chelsea,2025/26,Calum McFarlane,caretaker
2526,Changed manager,-2,0.0,Crystal Palace,2014/15,Keith Millen,caretaker
2601,Changed manager,-2,0.0,Crystal Palace,2016/17,Sam Allardyce,permanent
2839,Changed manager,-2,0.0,Crystal Palace,2022/23,Patrick McCarthy,caretaker
2874,Changed manager,-2,0.0,Crystal Palace,2023/24,Ray Lewington,caretaker
3169,Changed manager,-2,0.0,Everton,2019/20,Duncan Ferguson,caretaker
3249,Changed manager,-2,0.0,Everton,2021/22,Duncan Ferguson,caretaker
3288,Changed manager,-2,0.0,Everton,2022/23,Sean Dyche,permanent
3363,Changed manager,-2,0.0,Everton,2024/25,David Moyes,permanent
3432,Changed manager,-2,0.0,Fulham,2018/19,Claudio Ranieri,permanent
3448,Changed manager,-2,0.0,Fulham,2018/19,Scott Parker,permanent
3708,Changed manager,-2,0.0,Huddersfield,2018/19,Mark Hudson,caretaker
3782,Changed manager,-2,1.0,Hull,2016/17,Marco Silva,permanent
3902,Changed manager,-2,0.0,Leeds,2021/22,Jesse Marsch,permanent
3934,Changed manager,-2,1.0,Leeds,2022/23,Michael Skubala,caretaker
4091,Changed manager,-2,0.0,Leicester,2016/17,Craig Shakespeare,caretaker_made_permanent
4169,Changed manager,-2,0.0,Leicester,2018/19,Mike Stowell,caretaker
4322,Changed manager,-2,1.0,Leicester,2022/23,Adam Sadler,caretaker
4344,Changed manager,-2,0.0,Leicester,2024/25,Ben Dawson,caretaker
5489,Changed manager,-2,3.0,Man United,2018/19,Ole Gunnar Solskjær,permanent
5598,Changed manager,-2,0.0,Man United,2021/22,Michael Carrick,caretaker
5758,Changed manager,-2,1.0,Man United,2025/26,Darren Fletcher,caretaker
5803,Changed manager,-2,0.0,Middlesbrough,2016/17,Steve Agnew,caretaker
5833,Changed manager,-2,0.0,Newcastle,2014/15,John Carver,caretaker_made_permanent
5880,Changed manager,-2,0.0,Newcastle,2015/16,Rafael Benítez,permanent
6319,Changed manager,-2,0.0,Norwich,2021/22,Dean Smith,permanent
6401,Changed manager,-2,1.0,Nott'm Forest,2023/24,Nuno Espírito Santo,permanent
6486,Changed manager,-2,0.0,Nott'm Forest,2025/26,Vítor Pereira,permanent
6521,Changed manager,-2,0.0,QPR,2014/15,Chris Ramsey,caretaker_made_permanent
6602,Changed manager,-2,3.0,Sheffield United,2020/21,Paul Heckingbottom,caretaker_made_permanent
6626,Changed manager,-2,0.0,Sheffield United,2023/24,Chris Wilder,permanent
6816,Changed manager,-2,0.0,Southampton,2018/19,Kelvin Davis,caretaker
6968,Changed manager,-2,0.0,Southampton,2022/23,Nathan Jones,permanent
7008,Changed manager,-2,0.0,Southampton,2024/25,Simon Rusk,caretaker
7166,Changed manager,-2,0.0,Stoke,2017/18,Eddie Niedzwiecki,caretaker
7387,Changed manager,-2,0.0,Swansea,2015/16,Alan Curtis,caretaker_made_permanent
7428,Changed manager,-2,0.0,Swansea,2016/17,Alan Curtis,caretaker
7466,Changed manager,-2,0.0,Swansea,2017/18,Leon Britton,caretaker
7688,Changed manager,-2,1.0,Tottenham,2019/20,José Mourinho,permanent
7762,Changed manager,-2,0.0,Tottenham,2021/22,Antonio Conte,permanent
7818,Changed manager,-2,3.0,Tottenham,2022/23,Cristian Stellini,caretaker
7930,Changed manager,-2,0.0,Tottenham,2025/26,Igor Tudor,permanent
8042,Changed manager,-2,1.0,Watford,2017/18,Javi Gracia,permanent
8108,Changed manager,-2,0.0,Watford,2019/20,Hayden Mullins,caretaker
8152,Changed manager,-2,1.0,Watford,2021/22,Roy Hodgson,permanent
8189,Changed manager,-2,0.0,West Brom,2014/15,Rob Kelly,caretaker
8296,Changed manager,-2,0.0,West Brom,2017/18,Gary Megson,caretaker
8335,Changed manager,-2,0.0,West Brom,2020/21,Sam Allardyce,permanent
8485,Changed manager,-2,1.0,West Ham,2017/18,David Moyes,permanent
8569,Changed manager,-2,0.0,West Ham,2019/20,David Moyes,permanent
8760,Changed manager,-2,0.0,West Ham,2024/25,Graham Potter,permanent
9060,Changed manager,-2,0.0,Wolves,2024/25,Vítor Pereira,permanent
9092,Changed manager,-2,0.0,Wolves,2025/26,Jamie Collins,caretaker
203,Matched controls (kept manager),-2,0.7155963302752294,Arsenal,2019/20,Freddie Ljungberg,caretaker
481,Matched controls (kept manager),-2,0.0,Aston Villa,2014/15,Tim Sherwood,permanent
504,Matched controls (kept manager),-2,0.22448979591836735,Aston Villa,2015/16,Kevin MacDonald,caretaker
619,Matched controls (kept manager),-2,0.1276595744680851,Aston Villa,2021/22,Steven Gerrard,permanent
657,Matched controls (kept manager),-2,0.2890995260663507,Aston Villa,2022/23,Aaron Danks,caretaker
2106,Matched controls (kept manager),-2,0.2894736842105263,Chelsea,2015/16,Steve Holland,caretaker
2299,Matched controls (kept manager),-2,1.0145454545454546,Chelsea,2020/21,Thomas Tuchel,permanent
2384,Matched controls (kept manager),-2,1.2941176470588236,Chelsea,2022/23,Bruno Saltor,caretaker
2489,Matched controls (kept manager),-2,0.95,Chelsea,2025/26,Calum McFarlane,caretaker
2526,Matched controls (kept manager),-2,0.3333333333333333,Crystal Palace,2014/15,Keith Millen,caretaker
2601,Matched controls (kept manager),-2,0.2807017543859649,Crystal Palace,2016/17,Sam Allardyce,permanent
2839,Matched controls (kept manager),-2,0.24705882352941178,Crystal Palace,2022/23,Patrick McCarthy,caretaker
2874,Matched controls (kept manager),-2,1.0068027210884354,Crystal Palace,2023/24,Ray Lewington,caretaker
3169,Matched controls (kept manager),-2,0.23863636363636365,Everton,2019/20,Duncan Ferguson,caretaker
3249,Matched controls (kept manager),-2,0.3137254901960784,Everton,2021/22,Duncan Ferguson,caretaker
3288,Matched controls (kept manager),-2,0.24705882352941178,Everton,2022/23,Sean Dyche,permanent
3363,Matched controls (kept manager),-2,0.2894736842105263,Everton,2024/25,David Moyes,permanent
3432,Matched controls (kept manager),-2,0.24705882352941178,Fulham,2018/19,Claudio Ranieri,permanent
3448,Matched controls (kept manager),-2,0.23863636363636365,Fulham,2018/19,Scott Parker,permanent
3708,Matched controls (kept manager),-2,0.2807017543859649,Huddersfield,2018/19,Mark Hudson,caretaker
3782,Matched controls (kept manager),-2,0.3356164383561644,Hull,2016/17,Marco Silva,permanent
3902,Matched controls (kept manager),-2,0.23863636363636365,Leeds,2021/22,Jesse Marsch,permanent
3934,Matched controls (kept manager),-2,0.2890995260663507,Leeds,2022/23,Michael Skubala,caretaker
4091,Matched controls (kept manager),-2,0.24705882352941178,Leicester,2016/17,Craig Shakespeare,caretaker_made_permanent
4169,Matched controls (kept manager),-2,0.1276595744680851,Leicester,2018/19,Mike Stowell,caretaker
4322,Matched controls (kept manager),-2,0.2894736842105263,Leicester,2022/23,Adam Sadler,caretaker
4344,Matched controls (kept manager),-2,0.2890995260663507,Leicester,2024/25,Ben Dawson,caretaker
5489,Matched controls (kept manager),-2,1.3025641025641026,Man United,2018/19,Ole Gunnar Solskjær,permanent
5598,Matched controls (kept manager),-2,1.1313868613138687,Man United,2021/22,Michael Carrick,caretaker
5758,Matched controls (kept manager),-2,1.7326007326007327,Man United,2025/26,Darren Fletcher,caretaker
5803,Matched controls (kept manager),-2,0.2807017543859649,Middlesbrough,2016/17,Steve Agnew,caretaker
5833,Matched controls (kept manager),-2,1.152542372881356,Newcastle,2014/15,John Carver,caretaker_made_permanent
5880,Matched controls (kept manager),-2,0.23863636363636365,Newcastle,2015/16,Rafael Benítez,permanent
6319,Matched controls (kept manager),-2,1.0757575757575757,Norwich,2021/22,Dean Smith,permanent
6401,Matched controls (kept manager),-2,0.3356164383561644,Nott'm Forest,2023/24,Nuno Espírito Santo,permanent
6486,Matched controls (kept manager),-2,0.6088709677419355,Nott'm Forest,2025/26,Vítor Pereira,permanent
6521,Matched controls (kept manager),-2,0.17796610169491525,QPR,2014/15,Chris Ramsey,caretaker_made_permanent
6602,Matched controls (kept manager),-2,1.0168776371308017,Sheffield United,2020/21,Paul Heckingbottom,caretaker_made_permanent
6626,Matched controls (kept manager),-2,0.2807017543859649,Sheffield United,2023/24,Chris Wilder,permanent
6816,Matched controls (kept manager),-2,0.7102803738317757,Southampton,2018/19,Kelvin Davis,caretaker
6968,Matched controls (kept manager),-2,0.2894736842105263,Southampton,2022/23,Nathan Jones,permanent
7008,Matched controls (kept manager),-2,0.22448979591836735,Southampton,2024/25,Simon Rusk,caretaker
7166,Matched controls (kept manager),-2,0.3333333333333333,Stoke,2017/18,Eddie Niedzwiecki,caretaker
7387,Matched controls (kept manager),-2,0.3356164383561644,Swansea,2015/16,Alan Curtis,caretaker_made_permanent
