season,date,team,opponent,venue,goals_for,goals_against,points,xg_for,xg_against,head_coach,appointment_type,rolling_ppg_10
2025/26,2026-01-26,Everton,Leeds,Home,1,1,1,0.89,1.68,David Moyes,permanent,1.5
2025/26,2026-01-31,Everton,Brighton,Away,1,1,1,1.28,1.43,David Moyes,permanent,1.3
2025/26,2026-02-07,Everton,Fulham,Away,2,1,3,1.89,2.2,David Moyes,permanent,1.3
2025/26,2026-02-10,Everton,Bournemouth,Home,1,2,0,2.33,1.41,David Moyes,permanent,1.3
2025/26,2026-02-23,Everton,Man United,Home,0,1,0,0.56,1.45,David Moyes,permanent,1.3
2025/26,2026-02-28,Everton,Newcastle,Away,3,2,3,2.41,1.12,David Moyes,permanent,1.5
2025/26,2026-03-03,Everton,Burnley,Home,2,0,3,1.16,0.76,David Moyes,permanent,1.5
2025/26,2026-03-14,Everton,Arsenal,Away,0,2,0,1.18,1.91,David Moyes,permanent,1.5
2025/26,2026-03-21,Everton,Chelsea,Home,3,0,3,1.45,1.35,David Moyes,permanent,1.7
2025/26,2026-04-11,Everton,Brentford,Away,2,2,1,1.57,2.26,David Moyes,permanent,1.5
2025/26,2026-04-19,Everton,Liverpool,Home,1,2,0,1.48,1.38,David Moyes,permanent,1.4
2025/26,2026-04-25,Everton,West Ham,Away,1,2,0,1.11,1.84,David Moyes,permanent,1.3
2025/26,2026-05-04,Everton,Man City,Home,3,3,1,1.69,1.42,David Moyes,permanent,1.1
2025/26,2026-05-10,Everton,Crystal Palace,Away,2,2,1,2.1,3.29,David Moyes,permanent,1.2
2025/26,2026-05-17,Everton,Sunderland,Home,1,3,0,1.32,1.28,David Moyes,permanent,1.2
2025/26,2026-05-24,Everton,Tottenham,Away,0,1,0,0.27,1.41,David Moyes,permanent,0.9
2018/19,2018-08-11,Fulham,Crystal Palace,Home,0,2,0,0.64,1.08,Slavisa Jokanovic,first spell in data,
2018/19,2018-08-18,Fulham,Tottenham,Away,1,3,0,1.44,3.27,Slavisa Jokanovic,first spell in data,
2018/19,2018-08-26,Fulham,Burnley,Home,4,2,3,1.92,1.57,Slavisa Jokanovic,first spell in data,
2018/19,2018-09-01,Fulham,Brighton,Away,2,2,1,1.52,2.68,Slavisa Jokanovic,first spell in data,
2018/19,2018-09-15,Fulham,Man City,Away,0,3,0,0.34,4.92,Slavisa Jokanovic,first spell in data,
2018/19,2018-09-22,Fulham,Watford,Home,1,1,1,1.77,1.76,Slavisa Jokanovic,first spell in data,
2018/19,2018-09-29,Fulham,Everton,Away,0,3,0,0.54,2.32,Slavisa Jokanovic,first spell in data,
2018/19,2018-10-07,Fulham,Arsenal,Home,1,5,0,1.32,1.14,Slavisa Jokanovic,first spell in data,
2018/19,2018-10-20,Fulham,Cardiff,Away,2,4,0,0.95,1.76,Slavisa Jokanovic,first spell in data,
2018/19,2018-10-27,Fulham,Bournemouth,Home,0,3,0,0.38,2.11,Slavisa Jokanovic,first spell in data,0.5
2018/19,2018-11-05,Fulham,Huddersfield,Away,0,1,0,0.35,0.51,Slavisa Jokanovic,first spell in data,0.5
2018/19,2018-11-11,Fulham,Liverpool,Away,0,2,0,0.57,2.22,Slavisa Jokanovic,first spell in data,0.5
2018/19,2018-11-24,Fulham,Southampton,Home,3,2,3,1.39,1.67,Claudio Ranieri,permanent,0.5
2018/19,2018-12-02,Fulham,Chelsea,Away,0,2,0,0.29,2.17,Claudio Ranieri,permanent,0.4
2018/19,2018-12-05,Fulham,Leicester,Home,1,1,1,1.48,1.22,Claudio Ranieri,permanent,0.5
2018/19,2018-12-08,Fulham,Man United,Away,1,4,0,1.23,3.15,Claudio Ranieri,permanent,0.4
2018/19,2018-12-15,Fulham,West Ham,Home,0,2,0,1.03,0.75,Claudio Ranieri,permanent,0.4
2018/19,2018-12-22,Fulham,Newcastle,Away,0,0,1,0.25,0.29,Claudio Ranieri,permanent,0.5
2018/19,2018-12-26,Fulham,Wolves,Home,1,1,1,1.28,1.36,Claudio Ranieri,permanent,0.6
2018/19,2018-12-29,Fulham,Huddersfield,Home,1,0,3,1.72,0.28,Claudio Ranieri,permanent,0.9
2018/19,2019-01-01,Fulham,Arsenal,Away,1,4,0,1.71,4.43,Claudio Ranieri,permanent,0.9
2018/19,2019-01-12,Fulham,Burnley,Away,1,2,0,0.9,0.81,Claudio Ranieri,permanent,0.9
2018/19,2019-01-20,Fulham,Tottenham,Home,1,2,0,0.94,1.93,Claudio Ranieri,permanent,0.6
2018/19,2019-01-29,Fulham,Brighton,Home,4,2,3,3.46,2.37,Claudio Ranieri,permanent,0.9
2018/19,2019-02-02,Fulham,Crystal Palace,Away,0,2,0,0.56,2.2,Claudio Ranieri,permanent,0.8
2018/19,2019-02-09,Fulham,Man United,Home,0,3,0,2.19,2.13,Claudio Ranieri,permanent,0.8
2018/19,2019-02-22,Fulham,West Ham,Away,1,3,0,1.24,2.73,Claudio Ranieri,permanent,0.8
2018/19,2019-02-27,Fulham,Southampton,Away,0,2,0,0.8,1.16,Claudio Ranieri,permanent,0.7
2018/19,2019-03-03,Fulham,Chelsea,Home,1,2,0,0.9,1.54,Scott Parker,permanent,0.6
2018/19,2019-03-09,Fulham,Leicester,Away,1,3,0,0.15,2.13,Scott Parker,permanent,0.3
2018/19,2019-03-17,Fulham,Liverpool,Home,1,2,0,0.92,2.73,Scott Parker,permanent,0.3
2018/19,2019-03-30,Fulham,Man City,Home,0,2,0,0.66,2.32,Scott Parker,permanent,0.3
2018/19,2019-04-02,Fulham,Watford,Away,1,4,0,1.91,1.59,Scott Parker,permanent,0.3
2018/19,2019-04-13,Fulham,Everton,Home,2,0,3,1.66,1.29,Scott Parker,permanent,0.3
2018/19,2019-04-20,Fulham,Bournemouth,Away,1,0,3,2.62,2.84,Scott Parker,permanent,0.6
2018/19,2019-04-27,Fulham,Cardiff,Home,1,0,3,0.52,1.11,Scott Parker,permanent,0.9
2018/19,2019-05-04,Fulham,Wolves,Away,0,1,0,0.51,2.09,Scott Parker,permanent,0.9
2018/19,2019-05-12,Fulham,Newcastle,Home,0,4,0,0.57,1.96,Scott Parker,permanent,0.9
2020/21,2020-09-12,Fulham,Arsenal,Home,0,3,0,0.13,2.16,Scott Parker,permanent,0.9
2020/21,2020-09-19,Fulham,Leeds,Away,3,4,0,1.56,1.45,Scott Parker,permanent,0.9
2020/21,2020-09-28,Fulham,Aston Villa,Home,0,3,0,0.53,2.03,Scott Parker,permanent,0.9
2020/21,2020-10-04,Fulham,Wolves,Away,0,1,0,0.97,0.89,Scott Parker,permanent,0.9
2020/21,2020-10-18,Fulham,Sheffield United,Away,1,1,1,1.36,1.66,Scott Parker,permanent,1.0
2020/21,2020-10-24,Fulham,Crystal Palace,Home,1,2,0,1.05,2.81,Scott Parker,permanent,0.7
2020/21,2020-11-02,Fulham,West Brom,Home,2,0,3,1.62,0.48,Scott Parker,permanent,0.7
2020/21,2020-11-07,Fulham,West Ham,Away,0,1,0,1.85,1.43,Scott Parker,permanent,0.4
2020/21,2020-11-22,Fulham,Everton,Home,2,3,0,1.87,2.25,Scott Parker,permanent,0.4
2020/21,2020-11-30,Fulham,Leicester,Away,2,1,3,2.04,1.28,Scott Parker,permanent,0.7
2020/21,2020-12-05,Fulham,Man City,Away,0,2,0,0.29,3.26,Scott Parker,permanent,0.7
2020/21,2020-12-13,Fulham,Liverpool,Home,1,1,1,1.73,1.82,Scott Parker,permanent,0.8
2020/21,2020-12-16,Fulham,Brighton,Home,0,0,1,1.0,0.46,Scott Parker,permanent,0.9
2020/21,2020-12-19,Fulham,Newcastle,Away,1,1,1,1.11,1.27,Scott Parker,permanent,1.0
2020/21,2020-12-26,Fulham,Southampton,Home,0,0,1,0.78,0.12,Scott Parker,permanent,1.0
2020/21,2021-01-13,Fulham,Tottenham,Away,1,1,1,1.05,3.14,Scott Parker,permanent,1.1
2020/21,2021-01-16,Fulham,Chelsea,Home,0,1,0,0.46,1.38,Scott Parker,permanent,0.8
2020/21,2021-01-20,Fulham,Man United,Home,1,2,0,0.75,1.68,Scott Parker,permanent,0.8
2020/21,2021-01-27,Fulham,Brighton,Away,0,0,1,0.51,2.29,Scott Parker,permanent,0.9
2020/21,2021-01-30,Fulham,West Brom,Away,2,2,1,1.52,0.99,Scott Parker,permanent,0.7
2020/21,2021-02-03,Fulham,Leicester,Home,0,2,0,0.73,1.71,Scott Parker,permanent,0.7
2020/21,2021-02-06,Fulham,West Ham,Home,0,0,1,1.61,0.94,Scott Parker,permanent,0.7
2020/21,2021-02-14,Fulham,Everton,Away,2,0,3,2.55,0.31,Scott Parker,permanent,0.9
2020/21,2021-02-17,Fulham,Burnley,Away,1,1,1,0.59,1.21,Scott Parker,permanent,0.9
2020/21,2021-02-20,Fulham,Sheffield United,Home,1,0,3,1.21,0.98,Scott Parker,permanent,1.1
2020/21,2021-02-28,Fulham,Crystal Palace,Away,0,0,1,0.81,0.09,Scott Parker,permanent,1.1
2020/21,2021-03-04,Fulham,Tottenham,Home,0,1,0,1.17,1.55,Scott Parker,permanent,1.1
2020/21,2021-03-07,Fulham,Liverpool,Away,1,0,3,1.37,0.7,Scott Parker,permanent,1.4
2020/21,2021-03-13,Fulham,Man City,Home,0,3,0,0.45,2.73,Scott Parker,permanent,1.3
2020/21,2021-03-19,Fulham,Leeds,Home,1,2,0,1.47,1.41,Scott Parker,permanent,1.2
2020/21,2021-04-04,Fulham,Aston Villa,Away,1,3,0,1.52,1.52,Scott Parker,permanent,1.2
2020/21,2021-04-09,Fulham,Wolves,Home,0,1,0,0.73,0.43,Scott Parker,permanent,1.1
2020/21,2021-04-18,Fulham,Arsenal,Away,1,1,1,0.84,2.86,Scott Parker,permanent,0.9
2020/21,2021-05-01,Fulham,Chelsea,Away,0,2,0,0.29,1.84,Scott Parker,permanent,0.8
2020/21,2021-05-10,Fulham,Burnley,Home,0,2,0,0.78,1.66,Scott Parker,permanent,0.5
2020/21,2021-05-15,Fulham,Southampton,Away,1,3,0,0.88,2.29,Scott Parker,permanent,0.4
2020/21,2021-05-18,Fulham,Man United,Away,1,1,1,0.87,0.92,Scott Parker,permanent,0.5
2020/21,2021-05-23,Fulham,Newcastle,Home,0,2,0,0.99,1.6,Scott Parker,permanent,0.2
2022/23,2022-08-06,Fulham,Liverpool,Home,2,2,1,1.27,2.34,Marco Silva,appointed_outside_pl,0.3
2022/23,2022-08-13,Fulham,Wolves,Away,0,0,1,1.09,0.98,Marco Silva,appointed_outside_pl,0.4
2022/23,2022-08-20,Fulham,Brentford,Home,3,2,3,2.9,1.59,Marco Silva,appointed_outside_pl,0.7
2022/23,2022-08-27,Fulham,Arsenal,Away,1,2,0,0.93,2.47,Marco Silva,appointed_outside_pl,0.7
2022/23,2022-08-30,Fulham,Brighton,Home,2,1,3,1.07,1.75,Marco Silva,appointed_outside_pl,0.9
2022/23,2022-09-03,Fulham,Tottenham,Away,1,2,0,0.38,2.68,Marco Silva,appointed_outside_pl,0.9
2022/23,2022-09-16,Fulham,Nott'm Forest,Away,3,2,3,1.35,1.42,Marco Silva,appointed_outside_pl,1.2
2022/23,2022-10-01,Fulham,Newcastle,Home,1,4,0,0.68,4.67,Marco Silva,appointed_outside_pl,1.2
2022/23,2022-10-09,Fulham,West Ham,Away,1,3,0,0.55,3.44,Marco Silva,appointed_outside_pl,1.1
2022/23,2022-10-15,Fulham,Bournemouth,Home,2,2,1,1.62,1.63,Marco Silva,appointed_outside_pl,1.2
2022/23,2022-10-20,Fulham,Aston Villa,Home,3,0,3,2.89,0.71,Marco Silva,appointed_outside_pl,1.4
2022/23,2022-10-23,Fulham,Leeds,Away,3,2,3,2.48,1.96,Marco Silva,appointed_outside_pl,1.6
2022/23,2022-10-29,Fulham,Everton,Home,0,0,1,1.76,1.19,Marco Silva,appointed_outside_pl,1.4
2022/23,2022-11-05,Fulham,Man City,Away,1,2,0,0.84,2.39,Marco Silva,appointed_outside_pl,1.4
2022/23,2022-11-13,Fulham,Man United,Home,1,2,0,1.7,3.38,Marco Silva,appointed_outside_pl,1.1
2022/23,2022-12-26,Fulham,Crystal Palace,Away,3,0,3,2.7,0.42,Marco Silva,appointed_outside_pl,1.4
2022/23,2022-12-31,Fulham,Southampton,Home,2,1,3,1.49,0.7,Marco Silva,appointed_outside_pl,1.4
2022/23,2023-01-03,Fulham,Leicester,Away,1,0,3,1.33,1.45,Marco Silva,appointed_outside_pl,1.7
2022/23,2023-01-12,Fulham,Chelsea,Home,2,1,3,0.71,2.4,Marco Silva,appointed_outside_pl,2.0
2022/23,2023-01-15,Fulham,Newcastle,Away,0,1,0,0.99,1.96,Marco Silva,appointed_outside_pl,1.9
2022/23,2023-01-23,Fulham,Tottenham,Home,0,1,0,1.09,0.99,Marco Silva,appointed_outside_pl,1.6
2022/23,2023-02-03,Fulham,Chelsea,Away,0,0,1,0.49,1.41,Marco Silva,appointed_outside_pl,1.4
2022/23,2023-02-11,Fulham,Nott'm Forest,Home,2,0,3,1.7,0.69,Marco Silva,appointed_outside_pl,1.6
2022/23,2023-02-18,Fulham,Brighton,Away,1,0,3,0.22,2.71,Marco Silva,appointed_outside_pl,1.9
2022/23,2023-02-24,Fulham,Wolves,Home,1,1,1,0.91,1.0,Marco Silva,appointed_outside_pl,2.0
2022/23,2023-03-06,Fulham,Brentford,Away,2,3,0,1.68,2.44,Marco Silva,appointed_outside_pl,1.7
2022/23,2023-03-12,Fulham,Arsenal,Home,0,3,0,0.62,2.64,Marco Silva,appointed_outside_pl,1.4
2022/23,2023-04-01,Fulham,Bournemouth,Away,1,2,0,0.6,3.14,Marco Silva,appointed_outside_pl,1.1
2022/23,2023-04-08,Fulham,West Ham,Home,0,1,0,0.46,1.23,Marco Silva,appointed_outside_pl,0.8
2022/23,2023-04-15,Fulham,Everton,Away,3,1,3,1.92,2.24,Marco Silva,appointed_outside_pl,1.1
2022/23,2023-04-22,Fulham,Leeds,Home,2,1,3,1.44,1.07,Marco Silva,appointed_outside_pl,1.4
2022/23,2023-04-25,Fulham,Aston Villa,Away,0,1,0,0.08,0.84,Marco Silva,appointed_outside_pl,1.3
2022/23,2023-04-30,Fulham,Man City,Home,1,2,0,0.43,2.32,Marco Silva,appointed_outside_pl,1.0
2022/23,2023-05-03,Fulham,Liverpool,Away,0,1,0,0.74,1.67,Marco Silva,appointed_outside_pl,0.7
2022/23,2023-05-08,Fulham,Leicester,Home,5,3,3,1.75,2.93,Marco Silva,appointed_outside_pl,0.9
2022/23,2023-05-13,Fulham,Southampton,Away,2,0,3,1.27,0.15,Marco Silva,appointed_outside_pl,1.2
2022/23,2023-05-20,Fulham,Crystal Palace,Home,2,2,1,1.96,1.71,Marco Silva,appointed_outside_pl,1.3
2022/23,2023-05-28,Fulham,Man United,Away,1,2,0,1.88,2.75,Marco Silva,appointed_outside_pl,1.3
2023/24,2023-08-12,Fulham,Everton,Away,1,0,3,1.58,2.59,Marco Silva,appointed_outside_pl,1.6
2023/24,2023-08-19,Fulham,Brentford,Home,0,3,0,0.4,3.47,Marco Silva,appointed_outside_pl,1.3
2023/24,2023-08-26,Fulham,Arsenal,Away,2,2,1,0.85,3.23,Marco Silva,appointed_outside_pl,1.1
2023/24,2023-09-02,Fulham,Man City,Away,1,5,0,1.46,2.0,Marco Silva,appointed_outside_pl,1.1
2023/24,2023-09-16,Fulham,Luton,Home,1,0,3,1.76,1.46,Marco Silva,appointed_outside_pl,1.4
2023/24,2023-09-23,Fulham,Crystal Palace,Away,0,0,1,0.54,0.37,Marco Silva,appointed_outside_pl,1.5
2023/24,2023-10-02,Fulham,Chelsea,Home,0,2,0,0.89,1.98,Marco Silva,appointed_outside_pl,1.2
2023/24,2023-10-07,Fulham,Sheffield United,Home,3,1,3,2.27,0.25,Marco Silva,appointed_outside_pl,1.2
2023/24,2023-10-23,Fulham,Tottenham,Away,0,2,0,0.75,1.64,Marco Silva,appointed_outside_pl,1.1
2023/24,2023-10-29,Fulham,Brighton,Away,1,1,1,0.55,1.32,Marco Silva,appointed_outside_pl,1.2
2023/24,2023-11-04,Fulham,Man United,Home,0,1,0,1.18,0.7,Marco Silva,appointed_outside_pl,0.9
2023/24,2023-11-12,Fulham,Aston Villa,Away,1,3,0,0.65,2.86,Marco Silva,appointed_outside_pl,0.9
2023/24,2023-11-27,Fulham,Wolves,Home,3,2,3,2.49,1.58,Marco Silva,appointed_outside_pl,1.1
2023/24,2023-12-03,Fulham,Liverpool,Away,3,4,0,1.51,2.73,Marco Silva,appointed_outside_pl,1.1
2023/24,2023-12-06,Fulham,Nott'm Forest,Home,5,0,3,3.09,0.22,Marco Silva,appointed_outside_pl,1.1
2023/24,2023-12-10,Fulham,West Ham,Home,5,0,3,2.19,0.98,Marco Silva,appointed_outside_pl,1.3
2023/24,2023-12-16,Fulham,Newcastle,Away,0,3,0,0.47,4.28,Marco Silva,appointed_outside_pl,1.3
2023/24,2023-12-23,Fulham,Burnley,Home,0,2,0,1.38,0.42,Marco Silva,appointed_outside_pl,1.0
2023/24,2023-12-26,Fulham,Bournemouth,Away,0,3,0,0.32,2.08,Marco Silva,appointed_outside_pl,1.0
2023/24,2023-12-31,Fulham,Arsenal,Home,2,1,3,1.53,1.66,Marco Silva,appointed_outside_pl,1.2
2023/24,2024-01-13,Fulham,Chelsea,Away,0,1,0,0.7,2.05,Marco Silva,appointed_outside_pl,1.2
2023/24,2024-01-30,Fulham,Everton,Home,0,0,1,2.37,2.83,Marco Silva,appointed_outside_pl,1.3
2023/24,2024-02-03,Fulham,Burnley,Away,2,2,1,1.29,1.0,Marco Silva,appointed_outside_pl,1.1
2023/24,2024-02-10,Fulham,Bournemouth,Home,3,1,3,1.75,2.61,Marco Silva,appointed_outside_pl,1.4
2023/24,2024-02-17,Fulham,Aston Villa,Home,1,2,0,1.42,1.57,Marco Silva,appointed_outside_pl,1.1
2023/24,2024-02-24,Fulham,Man United,Away,2,1,3,1.14,1.96,Marco Silva,appointed_outside_pl,1.1
2023/24,2024-03-02,Fulham,Brighton,Home,3,0,3,1.38,1.15,Marco Silva,appointed_outside_pl,1.4
2023/24,2024-03-09,Fulham,Wolves,Away,1,2,0,2.94,1.3,Marco Silva,appointed_outside_pl,1.4
2023/24,2024-03-16,Fulham,Tottenham,Home,3,0,3,2.47,2.15,Marco Silva,appointed_outside_pl,1.7
2023/24,2024-03-30,Fulham,Sheffield United,Away,3,3,1,1.1,1.79,Marco Silva,appointed_outside_pl,1.5
2023/24,2024-04-02,Fulham,Nott'm Forest,Away,1,3,0,1.04,1.95,Marco Silva,appointed_outside_pl,1.5
2023/24,2024-04-06,Fulham,Newcastle,Home,0,1,0,0.83,1.18,Marco Silva,appointed_outside_pl,1.4
2023/24,2024-04-14,Fulham,West Ham,Away,2,0,3,3.61,1.45,Marco Silva,appointed_outside_pl,1.6
2023/24,2024-04-21,Fulham,Liverpool,Home,1,3,0,0.84,1.02,Marco Silva,appointed_outside_pl,1.3
2023/24,2024-04-27,Fulham,Crystal Palace,Home,1,1,1,1.39,1.05,Marco Silva,appointed_outside_pl,1.4
2023/24,2024-05-04,Fulham,Brentford,Away,0,0,1,1.46,0.81,Marco Silva,appointed_outside_pl,1.2
2023/24,2024-05-11,Fulham,Man City,Home,0,4,0,0.09,3.15,Marco Silva,appointed_outside_pl,0.9
2023/24,2024-05-19,Fulham,Luton,Away,4,2,3,1.12,2.07,Marco Silva,appointed_outside_pl,1.2
2024/25,2024-08-16,Fulham,Man United,Away,0,1,0,0.42,2.04,Marco Silva,appointed_outside_pl,0.9
2024/25,2024-08-24,Fulham,Leicester,Home,2,1,3,1.96,0.86,Marco Silva,appointed_outside_pl,1.1
2024/25,2024-08-31,Fulham,Ipswich,Away,1,1,1,1.19,0.71,Marco Silva,appointed_outside_pl,1.2
2024/25,2024-09-14,Fulham,West Ham,Home,1,1,1,2.89,0.68,Marco Silva,appointed_outside_pl,1.3
2024/25,2024-09-21,Fulham,Newcastle,Home,3,1,3,3.21,1.1,Marco Silva,appointed_outside_pl,1.3
2024/25,2024-09-28,Fulham,Nott'm Forest,Away,1,0,3,1.44,0.61,Marco Silva,appointed_outside_pl,1.6
2024/25,2024-10-05,Fulham,Man City,Away,2,3,0,2.76,1.37,Marco Silva,appointed_outside_pl,1.5
2024/25,2024-10-19,Fulham,Aston Villa,Home,1,3,0,2.63,1.44,Marco Silva,appointed_outside_pl,1.4
2024/25,2024-10-26,Fulham,Everton,Away,1,1,1,1.5,0.88,Marco Silva,appointed_outside_pl,1.5
2024/25,2024-11-04,Fulham,Brentford,Home,2,1,3,1.43,0.74,Marco Silva,appointed_outside_pl,1.5
2024/25,2024-11-09,Fulham,Crystal Palace,Away,2,0,3,2.25,1.96,Marco Silva,appointed_outside_pl,1.8
2024/25,2024-11-23,Fulham,Wolves,Home,1,4,0,0.72,1.34,Marco Silva,appointed_outside_pl,1.5
2024/25,2024-12-01,Fulham,Tottenham,Away,1,1,1,1.57,1.01,Marco Silva,appointed_outside_pl,1.5
2024/25,2024-12-05,Fulham,Brighton,Home,3,1,3,0.67,1.1,Marco Silva,appointed_outside_pl,1.7
2024/25,2024-12-08,Fulham,Arsenal,Home,1,1,1,0.15,2.43,Marco Silva,appointed_outside_pl,1.5
2024/25,2024-12-14,Fulham,Liverpool,Away,2,2,1,1.29,2.1,Marco Silva,appointed_outside_pl,1.3
2024/25,2024-12-22,Fulham,Southampton,Home,0,0,1,1.25,0.28,Marco Silva,appointed_outside_pl,1.4
2024/25,2024-12-26,Fulham,Chelsea,Away,2,1,3,1.78,1.56,Marco Silva,appointed_outside_pl,1.7
2024/25,2024-12-29,Fulham,Bournemouth,Home,2,2,1,0.96,1.71,Marco Silva,appointed_outside_pl,1.7
2024/25,2025-01-05,Fulham,Ipswich,Home,2,2,1,2.65,1.44,Marco Silva,appointed_outside_pl,1.5
2024/25,2025-01-14,Fulham,West Ham,Away,2,3,0,2.84,0.94,Marco Silva,appointed_outside_pl,1.2
2024/25,2025-01-18,Fulham,Leicester,Away,2,0,3,2.37,0.68,Marco Silva,appointed_outside_pl,1.5
2024/25,2025-01-26,Fulham,Man United,Home,0,1,0,0.56,0.2,Marco Silva,appointed_outside_pl,1.4
2024/25,2025-02-01,Fulham,Newcastle,Away,2,1,3,1.61,1.23,Marco Silva,appointed_outside_pl,1.4
2024/25,2025-02-15,Fulham,Nott'm Forest,Home,2,1,3,2.21,0.33,Marco Silva,appointed_outside_pl,1.6
2024/25,2025-02-22,Fulham,Crystal Palace,Home,0,2,0,0.23,1.46,Marco Silva,appointed_outside_pl,1.5
2024/25,2025-02-25,Fulham,Wolves,Away,2,1,3,1.43,0.93,Marco Silva,appointed_outside_pl,1.7
2024/25,2025-03-08,Fulham,Brighton,Away,1,2,0,0.71,1.94,Marco Silva,appointed_outside_pl,1.4
2024/25,2025-03-16,Fulham,Tottenham,Home,2,0,3,1.04,1.41,Marco Silva,appointed_outside_pl,1.6
2024/25,2025-04-01,Fulham,Arsenal,Away,1,2,0,1.44,2.3,Marco Silva,appointed_outside_pl,1.5
2024/25,2025-04-06,Fulham,Liverpool,Home,3,2,3,1.73,1.41,Marco Silva,appointed_outside_pl,1.8
2024/25,2025-04-14,Fulham,Bournemouth,Away,0,1,0,1.07,1.86,Marco Silva,appointed_outside_pl,1.5
2024/25,2025-04-20,Fulham,Chelsea,Home,1,2,0,0.31,0.75,Marco Silva,appointed_outside_pl,1.5
2024/25,2025-04-26,Fulham,Southampton,Away,2,1,3,2.0,0.94,Marco Silva,appointed_outside_pl,1.5
2024/25,2025-05-03,Fulham,Aston Villa,Away,0,1,0,0.7,1.29,Marco Silva,appointed_outside_pl,1.2
2024/25,2025-05-10,Fulham,Everton,Home,1,3,0,1.21,1.33,Marco Silva,appointed_outside_pl,1.2
2024/25,2025-05-18,Fulham,Brentford,Away,3,2,3,1.62,2.43,Marco Silva,appointed_outside_pl,1.2
2024/25,2025-05-25,Fulham,Man City,Home,0,2,0,2.22,2.46,Marco Silva,appointed_outside_pl,1.2
2025/26,2025-08-16,Fulham,Brighton,Away,1,1,1,0.9,1.44,Marco Silva,appointed_outside_pl,1.0
2025/26,2025-08-24,Fulham,Man United,Home,1,1,1,1.65,1.55,Marco Silva,appointed_outside_pl,1.1
2025/26,2025-08-30,Fulham,Chelsea,Away,0,2,0,0.74,2.43,Marco Silva,appointed_outside_pl,0.8
2025/26,2025-09-13,Fulham,Leeds,Home,1,0,3,1.14,0.83,Marco Silva,appointed_outside_pl,1.1
2025/26,2025-09-20,Fulham,Brentford,Home,3,1,3,1.52,0.83,Marco Silva,appointed_outside_pl,1.4
2025/26,2025-09-28,Fulham,Aston Villa,Away,1,3,0,0.95,1.37,Marco Silva,appointed_outside_pl,1.1
2025/26,2025-10-03,Fulham,Bournemouth,Away,1,3,0,0.84,1.33,Marco Silva,appointed_outside_pl,1.1
2025/26,2025-10-18,Fulham,Arsenal,Home,0,1,0,0.5,2.08,Marco Silva,appointed_outside_pl,1.1
2025/26,2025-10-25,Fulham,Newcastle,Away,1,2,0,1.52,2.77,Marco Silva,appointed_outside_pl,0.8
2025/26,2025-11-01,Fulham,Wolves,Home,3,0,3,1.91,0.21,Marco Silva,appointed_outside_pl,1.1
2025/26,2025-11-08,Fulham,Everton,Away,0,2,0,0.42,2.31,Marco Silva,appointed_outside_pl,1.0
2025/26,2025-11-22,Fulham,Sunderland,Home,1,0,3,2.84,0.22,Marco Silva,appointed_outside_pl,1.2
2025/26,2025-11-29,Fulham,Tottenham,Away,2,1,3,0.49,1.04,Marco Silva,appointed_outside_pl,1.5
2025/26,2025-12-02,Fulham,Man City,Home,4,5,0,0.97,1.96,Marco Silva,appointed_outside_pl,1.2
2025/26,2025-12-07,Fulham,Crystal Palace,Home,1,2,0,0.77,1.71,Marco Silva,appointed_outside_pl,0.9
2025/26,2025-12-13,Fulham,Burnley,Away,3,2,3,1.65,2.05,Marco Silva,appointed_outside_pl,1.2
2025/26,2025-12-22,Fulham,Nott'm Forest,Home,1,0,3,1.71,0.49,Marco Silva,appointed_outside_pl,1.5
2025/26,2025-12-27,Fulham,West Ham,Away,1,0,3,1.11,1.14,Marco Silva,appointed_outside_pl,1.8
2025/26,2026-01-01,Fulham,Crystal Palace,Away,1,1,1,1.75,2.35,Marco Silva,appointed_outside_pl,1.9
2025/26,2026-01-04,Fulham,Liverpool,Home,2,2,1,0.61,1.72,Marco Silva,appointed_outside_pl,1.7
2025/26,2026-01-07,Fulham,Chelsea,Home,2,1,3,1.06,2.45,Marco Silva,appointed_outside_pl,2.0
2025/26,2026-01-17,Fulham,Leeds,Away,0,1,0,0.26,2.17,Marco Silva,appointed_outside_pl,1.7
2025/26,2026-01-24,Fulham,Brighton,Home,2,1,3,1.13,1.95,Marco Silva,appointed_outside_pl,1.7
2025/26,2026-02-01,Fulham,Man United,Away,2,3,0,1.72,1.84,Marco Silva,appointed_outside_pl,1.7
2025/26,2026-02-07,Fulham,Everton,Home,1,2,0,2.2,1.89,Marco Silva,appointed_outside_pl,1.7
2025/26,2026-02-11,Fulham,Man City,Away,0,3,0,1.05,1.68,Marco Silva,appointed_outside_pl,1.4
2025/26,2026-02-22,Fulham,Sunderland,Away,3,1,3,2.17,1.76,Marco Silva,appointed_outside_pl,1.4
2025/26,2026-03-01,Fulham,Tottenham,Home,2,1,3,2.32,0.95,Marco Silva,appointed_outside_pl,1.4
2025/26,2026-03-04,Fulham,West Ham,Home,0,1,0,0.63,1.5,Marco Silva,appointed_outside_pl,1.3
2025/26,2026-03-15,Fulham,Nott'm Forest,Away,0,0,1,0.93,0.82,Marco Silva,appointed_outside_pl,1.3
2025/26,2026-03-21,Fulham,Burnley,Home,3,1,3,3.48,1.93,Marco Silva,appointed_outside_pl,1.3
