season,date,team,opponent,venue,goals_for,goals_against,points,xg_for,xg_against,head_coach,appointment_type,rolling_ppg_10
2025/26,2026-04-11,Fulham,Liverpool,Away,0,2,0,1.42,2.01,Marco Silva,appointed_outside_pl,1.3
2025/26,2026-04-18,Fulham,Brentford,Away,0,0,1,0.79,2.34,Marco Silva,appointed_outside_pl,1.1
2025/26,2026-04-25,Fulham,Aston Villa,Home,1,0,3,1.24,0.91,Marco Silva,appointed_outside_pl,1.4
2025/26,2026-05-02,Fulham,Arsenal,Away,0,3,0,0.7,4.09,Marco Silva,appointed_outside_pl,1.4
2025/26,2026-05-09,Fulham,Bournemouth,Home,0,1,0,1.24,1.0,Marco Silva,appointed_outside_pl,1.4
2025/26,2026-05-17,Fulham,Wolves,Away,1,1,1,1.48,1.5,Marco Silva,appointed_outside_pl,1.2
2025/26,2026-05-24,Fulham,Newcastle,Home,2,0,3,1.73,0.24,Marco Silva,appointed_outside_pl,1.2
2017/18,2017-08-12,Huddersfield,Crystal Palace,Away,3,0,3,1.74,0.99,David Wagner,first spell in data,
2017/18,2017-08-20,Huddersfield,Newcastle,Home,1,0,3,0.27,0.97,David Wagner,first spell in data,
2017/18,2017-08-26,Huddersfield,Southampton,Home,0,0,1,1.52,0.8,David Wagner,first spell in data,
2017/18,2017-09-11,Huddersfield,West Ham,Away,0,2,0,0.34,1.95,David Wagner,first spell in data,
2017/18,2017-09-16,Huddersfield,Leicester,Home,1,1,1,0.7,1.24,David Wagner,first spell in data,
2017/18,2017-09-23,Huddersfield,Burnley,Away,0,0,1,0.31,0.37,David Wagner,first spell in data,
2017/18,2017-09-30,Huddersfield,Tottenham,Home,0,4,0,0.2,1.56,David Wagner,first spell in data,
2017/18,2017-10-14,Huddersfield,Swansea,Away,0,2,0,0.6,1.65,David Wagner,first spell in data,
2017/18,2017-10-21,Huddersfield,Man United,Home,2,1,3,1.27,0.81,David Wagner,first spell in data,
2017/18,2017-10-28,Huddersfield,Liverpool,Away,0,3,0,0.06,2.14,David Wagner,first spell in data,1.2
2017/18,2017-11-04,Huddersfield,West Brom,Home,1,0,3,0.26,0.38,David Wagner,first spell in data,1.2
2017/18,2017-11-18,Huddersfield,Bournemouth,Away,0,4,0,1.16,1.39,David Wagner,first spell in data,0.9
2017/18,2017-11-26,Huddersfield,Man City,Home,1,2,0,0.54,2.66,David Wagner,first spell in data,0.8
2017/18,2017-11-29,Huddersfield,Arsenal,Away,0,5,0,0.48,4.48,David Wagner,first spell in data,0.8
2017/18,2017-12-02,Huddersfield,Everton,Away,0,2,0,0.22,0.82,David Wagner,first spell in data,0.7
2017/18,2017-12-09,Huddersfield,Brighton,Home,2,0,3,2.68,0.27,David Wagner,first spell in data,0.9
2017/18,2017-12-12,Huddersfield,Chelsea,Home,1,3,0,0.48,1.87,David Wagner,first spell in data,0.9
2017/18,2017-12-16,Huddersfield,Watford,Away,4,1,3,3.49,0.59,David Wagner,first spell in data,1.2
2017/18,2017-12-23,Huddersfield,Southampton,Away,1,1,1,1.09,1.74,David Wagner,first spell in data,1.0
2017/18,2017-12-26,Huddersfield,Stoke,Home,1,1,1,1.88,1.2,David Wagner,first spell in data,1.1
2017/18,2017-12-30,Huddersfield,Burnley,Home,0,0,1,0.05,1.21,David Wagner,first spell in data,0.9
2017/18,2018-01-01,Huddersfield,Leicester,Away,0,3,0,0.23,1.45,David Wagner,first spell in data,0.9
2017/18,2018-01-13,Huddersfield,West Ham,Home,1,4,0,0.68,0.99,David Wagner,first spell in data,0.9
2017/18,2018-01-20,Huddersfield,Stoke,Away,0,2,0,0.24,0.99,David Wagner,first spell in data,0.9
2017/18,2018-01-30,Huddersfield,Liverpool,Home,0,3,0,0.29,2.05,David Wagner,first spell in data,0.9
2017/18,2018-02-03,Huddersfield,Man United,Away,0,2,0,0.13,1.63,David Wagner,first spell in data,0.6
2017/18,2018-02-11,Huddersfield,Bournemouth,Home,4,1,3,2.57,0.43,David Wagner,first spell in data,0.9
2017/18,2018-02-24,Huddersfield,West Brom,Away,2,1,3,1.18,1.5,David Wagner,first spell in data,0.9
2017/18,2018-03-03,Huddersfield,Tottenham,Away,0,2,0,0.14,1.64,David Wagner,first spell in data,0.8
2017/18,2018-03-10,Huddersfield,Swansea,Home,0,0,1,1.39,0.0,David Wagner,first spell in data,0.8
2017/18,2018-03-17,Huddersfield,Crystal Palace,Home,0,2,0,0.22,2.75,David Wagner,first spell in data,0.7
2017/18,2018-03-31,Huddersfield,Newcastle,Away,0,1,0,0.28,2.54,David Wagner,first spell in data,0.7
2017/18,2018-04-07,Huddersfield,Brighton,Away,1,1,1,1.49,1.53,David Wagner,first spell in data,0.8
2017/18,2018-04-14,Huddersfield,Watford,Home,1,0,3,0.93,0.31,David Wagner,first spell in data,1.1
2017/18,2018-04-28,Huddersfield,Everton,Home,0,2,0,0.57,0.94,David Wagner,first spell in data,1.1
2017/18,2018-05-06,Huddersfield,Man City,Away,0,0,1,0.55,0.79,David Wagner,first spell in data,1.2
2017/18,2018-05-09,Huddersfield,Chelsea,Away,1,1,1,0.63,2.25,David Wagner,first spell in data,1.0
2017/18,2018-05-13,Huddersfield,Arsenal,Home,0,1,0,1.31,2.33,David Wagner,first spell in data,0.7
2018/19,2018-08-11,Huddersfield,Chelsea,Home,0,3,0,0.4,2.31,David Wagner,first spell in data,0.7
2018/19,2018-08-19,Huddersfield,Man City,Away,1,6,0,0.66,4.6,David Wagner,first spell in data,0.6
2018/19,2018-08-25,Huddersfield,Cardiff,Home,0,0,1,0.2,1.06,David Wagner,first spell in data,0.7
2018/19,2018-09-01,Huddersfield,Everton,Away,1,1,1,0.66,0.62,David Wagner,first spell in data,0.8
2018/19,2018-09-15,Huddersfield,Crystal Palace,Home,0,1,0,0.88,0.75,David Wagner,first spell in data,0.7
2018/19,2018-09-22,Huddersfield,Leicester,Away,1,3,0,0.69,1.8,David Wagner,first spell in data,0.4
2018/19,2018-09-29,Huddersfield,Tottenham,Home,0,2,0,0.34,2.34,David Wagner,first spell in data,0.4
2018/19,2018-10-06,Huddersfield,Burnley,Away,1,1,1,1.03,0.35,David Wagner,first spell in data,0.4
2018/19,2018-10-20,Huddersfield,Liverpool,Home,0,1,0,0.64,0.66,David Wagner,first spell in data,0.3
2018/19,2018-10-27,Huddersfield,Watford,Away,0,3,0,0.48,2.3,David Wagner,first spell in data,0.3
2018/19,2018-11-05,Huddersfield,Fulham,Home,1,0,3,0.51,0.35,David Wagner,first spell in data,0.6
2018/19,2018-11-10,Huddersfield,West Ham,Home,1,1,1,1.18,1.44,David Wagner,first spell in data,0.7
2018/19,2018-11-25,Huddersfield,Wolves,Away,2,0,3,0.63,0.7,David Wagner,first spell in data,0.9
2018/19,2018-12-01,Huddersfield,Brighton,Home,1,2,0,0.56,1.68,David Wagner,first spell in data,0.8
2018/19,2018-12-04,Huddersfield,Bournemouth,Away,1,2,0,1.56,1.07,David Wagner,first spell in data,0.8
2018/19,2018-12-08,Huddersfield,Arsenal,Away,0,1,0,0.31,2.02,David Wagner,first spell in data,0.8
2018/19,2018-12-15,Huddersfield,Newcastle,Home,0,1,0,0.67,0.93,David Wagner,first spell in data,0.8
2018/19,2018-12-22,Huddersfield,Southampton,Home,1,3,0,1.0,2.6,David Wagner,first spell in data,0.7
2018/19,2018-12-26,Huddersfield,Man United,Away,1,3,0,1.41,1.8,David Wagner,first spell in data,0.7
2018/19,2018-12-29,Huddersfield,Fulham,Away,0,1,0,0.28,1.72,David Wagner,first spell in data,0.7
2018/19,2019-01-02,Huddersfield,Burnley,Home,1,2,0,0.62,2.66,David Wagner,first spell in data,0.4
2018/19,2019-01-12,Huddersfield,Cardiff,Away,0,0,1,0.39,0.12,David Wagner,first spell in data,0.4
2018/19,2019-01-20,Huddersfield,Man City,Home,0,3,0,0.76,2.01,Mark Hudson,caretaker,0.1
2018/19,2019-01-29,Huddersfield,Everton,Home,0,1,0,0.73,1.06,Jan Siewert,permanent,0.1
2018/19,2019-02-02,Huddersfield,Chelsea,Away,0,5,0,0.26,2.94,Jan Siewert,permanent,0.1
2018/19,2019-02-09,Huddersfield,Arsenal,Home,1,2,0,1.97,1.47,Jan Siewert,permanent,0.1
2018/19,2019-02-23,Huddersfield,Newcastle,Away,0,2,0,0.13,3.03,Jan Siewert,permanent,0.1
2018/19,2019-02-26,Huddersfield,Wolves,Home,1,0,3,1.46,0.57,Jan Siewert,permanent,0.4
2018/19,2019-03-02,Huddersfield,Brighton,Away,0,1,0,0.2,1.4,Jan Siewert,permanent,0.4
2018/19,2019-03-09,Huddersfield,Bournemouth,Home,0,2,0,0.34,2.16,Jan Siewert,permanent,0.4
2018/19,2019-03-16,Huddersfield,West Ham,Away,3,4,0,1.67,1.88,Jan Siewert,permanent,0.4
2018/19,2019-03-30,Huddersfield,Crystal Palace,Away,0,2,0,0.93,2.85,Jan Siewert,permanent,0.3
2018/19,2019-04-06,Huddersfield,Leicester,Home,1,4,0,1.62,3.62,Jan Siewert,permanent,0.3
2018/19,2019-04-13,Huddersfield,Tottenham,Away,0,4,0,0.98,2.79,Jan Siewert,permanent,0.3
2018/19,2019-04-20,Huddersfield,Watford,Home,1,2,0,1.09,1.08,Jan Siewert,permanent,0.3
2018/19,2019-04-26,Huddersfield,Liverpool,Away,0,5,0,0.16,3.59,Jan Siewert,permanent,0.3
2018/19,2019-05-05,Huddersfield,Man United,Home,1,1,1,0.74,1.88,Jan Siewert,permanent,0.4
2018/19,2019-05-12,Huddersfield,Southampton,Away,1,1,1,0.86,0.94,Jan Siewert,permanent,0.2
2014/15,2014-08-16,Hull,QPR,Away,1,0,3,1.12,1.9,Steve Bruce,first spell in data,
2014/15,2014-08-24,Hull,Stoke,Home,1,1,1,0.87,1.61,Steve Bruce,first spell in data,
2014/15,2014-08-31,Hull,Aston Villa,Away,1,2,0,0.29,0.64,Steve Bruce,first spell in data,
2014/15,2014-09-15,Hull,West Ham,Home,2,2,1,0.44,0.66,Steve Bruce,first spell in data,
2014/15,2014-09-20,Hull,Newcastle,Away,2,2,1,0.85,1.92,Steve Bruce,first spell in data,
2014/15,2014-09-27,Hull,Man City,Home,2,4,0,1.12,1.79,Steve Bruce,first spell in data,
2014/15,2014-10-04,Hull,Crystal Palace,Home,2,0,3,1.07,0.62,Steve Bruce,first spell in data,
2014/15,2014-10-18,Hull,Arsenal,Away,2,2,1,0.55,2.15,Steve Bruce,first spell in data,
2014/15,2014-10-25,Hull,Liverpool,Away,0,0,1,0.22,0.68,Steve Bruce,first spell in data,
2014/15,2014-11-01,Hull,Southampton,Home,0,1,0,0.26,1.9,Steve Bruce,first spell in data,1.1
2014/15,2014-11-08,Hull,Burnley,Away,0,1,0,0.53,1.1,Steve Bruce,first spell in data,0.8
2014/15,2014-11-23,Hull,Tottenham,Home,1,2,0,0.94,2.16,Steve Bruce,first spell in data,0.7
2014/15,2014-11-29,Hull,Man United,Away,0,3,0,0.23,1.77,Steve Bruce,first spell in data,0.7
2014/15,2014-12-03,Hull,Everton,Away,1,1,1,0.3,1.28,Steve Bruce,first spell in data,0.7
2014/15,2014-12-06,Hull,West Brom,Home,0,0,1,0.59,1.06,Steve Bruce,first spell in data,0.7
2014/15,2014-12-13,Hull,Chelsea,Away,0,2,0,0.44,1.22,Steve Bruce,first spell in data,0.7
2014/15,2014-12-20,Hull,Swansea,Home,0,1,0,0.83,1.45,Steve Bruce,first spell in data,0.4
2014/15,2014-12-26,Hull,Sunderland,Away,3,1,3,0.86,1.36,Steve Bruce,first spell in data,0.6
2014/15,2014-12-28,Hull,Leicester,Home,0,1,0,1.72,0.18,Steve Bruce,first spell in data,0.5
2014/15,2015-01-01,Hull,Everton,Home,2,0,3,1.96,0.96,Steve Bruce,first spell in data,0.8
2014/15,2015-01-10,Hull,West Brom,Away,0,1,0,0.4,0.78,Steve Bruce,first spell in data,0.8
2014/15,2015-01-18,Hull,West Ham,Away,0,3,0,0.42,2.69,Steve Bruce,first spell in data,0.8
2014/15,2015-01-31,Hull,Newcastle,Home,0,3,0,0.99,0.51,Steve Bruce,first spell in data,0.8
2014/15,2015-02-07,Hull,Man City,Away,1,1,1,1.13,0.99,Steve Bruce,first spell in data,0.8
2014/15,2015-02-10,Hull,Aston Villa,Home,2,0,3,0.99,0.42,Steve Bruce,first spell in data,1.0
2014/15,2015-02-21,Hull,QPR,Home,2,1,3,1.09,0.19,Steve Bruce,first spell in data,1.3
2014/15,2015-02-28,Hull,Stoke,Away,0,1,0,0.34,0.9,Steve Bruce,first spell in data,1.3
2014/15,2015-03-03,Hull,Sunderland,Home,1,1,1,1.39,1.23,Steve Bruce,first spell in data,1.1
2014/15,2015-03-14,Hull,Leicester,Away,0,0,1,1.05,0.54,Steve Bruce,first spell in data,1.2
2014/15,2015-03-22,Hull,Chelsea,Home,2,3,0,1.32,0.76,Steve Bruce,first spell in data,0.9
2014/15,2015-04-04,Hull,Swansea,Away,1,3,0,0.92,1.5,Steve Bruce,first spell in data,0.9
2014/15,2015-04-11,Hull,Southampton,Away,0,2,0,0.74,2.37,Steve Bruce,first spell in data,0.9
2014/15,2015-04-25,Hull,Crystal Palace,Away,2,0,3,2.38,0.91,Steve Bruce,first spell in data,1.2
2014/15,2015-04-28,Hull,Liverpool,Home,1,0,3,0.73,0.52,Steve Bruce,first spell in data,1.4
2014/15,2015-05-04,Hull,Arsenal,Home,1,3,0,0.47,2.95,Steve Bruce,first spell in data,1.1
2014/15,2015-05-09,Hull,Burnley,Home,0,1,0,1.13,1.21,Steve Bruce,first spell in data,0.8
2014/15,2015-05-16,Hull,Tottenham,Away,0,2,0,1.13,1.7,Steve Bruce,first spell in data,0.8
2014/15,2015-05-24,Hull,Man United,Home,0,0,1,0.98,0.4,Steve Bruce,first spell in data,0.8
2016/17,2016-08-13,Hull,Leicester,Home,2,1,3,0.74,2.46,Mike Phelan,permanent,1.0
2016/17,2016-08-20,Hull,Swansea,Away,2,0,3,2.19,1.14,Mike Phelan,permanent,1.3
2016/17,2016-08-27,Hull,Man United,Home,0,1,0,0.27,2.47,Mike Phelan,permanent,1.3
2016/17,2016-09-10,Hull,Burnley,Away,1,1,1,0.91,0.45,Mike Phelan,permanent,1.4
2016/17,2016-09-17,Hull,Arsenal,Home,1,4,0,0.97,3.63,Mike Phelan,permanent,1.1
2016/17,2016-09-24,Hull,Liverpool,Away,1,5,0,0.16,4.65,Mike Phelan,permanent,0.8
2016/17,2016-10-01,Hull,Chelsea,Home,0,2,0,0.27,1.99,Mike Phelan,permanent,0.8
2016/17,2016-10-15,Hull,Bournemouth,Away,1,6,0,0.39,2.93,Mike Phelan,permanent,0.8
2016/17,2016-10-22,Hull,Stoke,Home,0,2,0,0.7,1.04,Mike Phelan,permanent,0.8
2016/17,2016-10-29,Hull,Watford,Away,0,1,0,0.25,1.15,Mike Phelan,permanent,0.7
2016/17,2016-11-06,Hull,Southampton,Home,2,1,3,0.56,2.03,Mike Phelan,permanent,0.7
2016/17,2016-11-19,Hull,Sunderland,Away,0,3,0,1.25,0.95,Mike Phelan,permanent,0.4
2016/17,2016-11-26,Hull,West Brom,Home,1,1,1,0.42,1.4,Mike Phelan,permanent,0.5
2016/17,2016-12-05,Hull,Middlesbrough,Away,0,1,0,0.22,1.95,Mike Phelan,permanent,0.4
2016/17,2016-12-10,Hull,Crystal Palace,Home,3,3,1,2.17,1.5,Mike Phelan,permanent,0.5
2016/17,2016-12-14,Hull,Tottenham,Away,0,3,0,0.57,2.83,Mike Phelan,permanent,0.5
2016/17,2016-12-17,Hull,West Ham,Away,0,1,0,1.13,1.92,Mike Phelan,permanent,0.5
2016/17,2016-12-26,Hull,Man City,Home,0,3,0,0.35,2.22,Mike Phelan,permanent,0.5
2016/17,2016-12-30,Hull,Everton,Home,2,2,1,0.85,1.28,Mike Phelan,permanent,0.6
2016/17,2017-01-02,Hull,West Brom,Away,1,3,0,0.99,0.88,Mike Phelan,permanent,0.6
2016/17,2017-01-14,Hull,Bournemouth,Home,3,1,3,1.19,1.43,Marco Silva,permanent,0.6
2016/17,2017-01-22,Hull,Chelsea,Away,0,2,0,0.31,1.47,Marco Silva,permanent,0.6
2016/17,2017-02-01,Hull,Man United,Away,0,0,1,0.4,1.48,Marco Silva,permanent,0.6
2016/17,2017-02-04,Hull,Liverpool,Home,2,0,3,1.89,1.13,Marco Silva,permanent,0.9
2016/17,2017-02-11,Hull,Arsenal,Away,0,2,0,0.47,3.12,Marco Silva,permanent,0.8
2016/17,2017-02-25,Hull,Burnley,Home,1,1,1,1.59,0.47,Marco Silva,permanent,0.9
2016/17,2017-03-04,Hull,Leicester,Away,1,3,0,1.12,1.81,Marco Silva,permanent,0.9
2016/17,2017-03-11,Hull,Swansea,Home,2,1,3,1.99,1.44,Marco Silva,permanent,1.2
2016/17,2017-03-18,Hull,Everton,Away,0,4,0,0.53,2.63,Marco Silva,permanent,1.1
2016/17,2017-04-01,Hull,West Ham,Home,2,1,3,0.78,1.25,Marco Silva,permanent,1.4
2016/17,2017-04-05,Hull,Middlesbrough,Home,4,2,3,2.23,1.31,Marco Silva,permanent,1.4
2016/17,2017-04-08,Hull,Man City,Away,1,3,0,0.36,2.34,Marco Silva,permanent,1.4
2016/17,2017-04-15,Hull,Stoke,Away,1,3,0,1.18,2.02,Marco Silva,permanent,1.3
2016/17,2017-04-22,Hull,Watford,Home,2,0,3,1.42,1.16,Marco Silva,permanent,1.3
2016/17,2017-04-29,Hull,Southampton,Away,0,0,1,0.47,1.25,Marco Silva,permanent,1.4
2016/17,2017-05-06,Hull,Sunderland,Home,0,2,0,1.22,1.96,Marco Silva,permanent,1.3
2016/17,2017-05-14,Hull,Crystal Palace,Away,0,4,0,0.52,2.73,Marco Silva,permanent,1.3
2016/17,2017-05-21,Hull,Tottenham,Home,1,7,0,0.81,3.89,Marco Silva,permanent,1.0
2024/25,2024-08-17,Ipswich,Liverpool,Home,0,2,0,0.34,3.93,Kieran McKenna,first spell in data,
2024/25,2024-08-24,Ipswich,Man City,Away,1,4,0,0.48,3.08,Kieran McKenna,first spell in data,
2024/25,2024-08-31,Ipswich,Fulham,Home,1,1,1,0.71,1.19,Kieran McKenna,first spell in data,
2024/25,2024-09-14,Ipswich,Brighton,Away,0,0,1,0.72,1.76,Kieran McKenna,first spell in data,
2024/25,2024-09-21,Ipswich,Southampton,Away,1,1,1,1.65,2.9,Kieran McKenna,first spell in data,
2024/25,2024-09-29,Ipswich,Aston Villa,Home,2,2,1,1.85,1.14,Kieran McKenna,first spell in data,
2024/25,2024-10-05,Ipswich,West Ham,Away,1,4,0,1.18,4.39,Kieran McKenna,first spell in data,
2024/25,2024-10-19,Ipswich,Everton,Home,0,2,0,1.17,1.61,Kieran McKenna,first spell in data,
2024/25,2024-10-26,Ipswich,Brentford,Away,3,4,0,1.66,4.1,Kieran McKenna,first spell in data,
2024/25,2024-11-02,Ipswich,Leicester,Home,1,1,1,1.34,2.34,Kieran McKenna,first spell in data,0.5
2024/25,2024-11-10,Ipswich,Tottenham,Away,2,1,3,2.18,1.75,Kieran McKenna,first spell in data,0.8
2024/25,2024-11-24,Ipswich,Man United,Home,1,1,1,1.99,1.27,Kieran McKenna,first spell in data,0.9
2024/25,2024-11-30,Ipswich,Nott'm Forest,Away,0,1,0,0.46,1.77,Kieran McKenna,first spell in data,0.8
2024/25,2024-12-03,Ipswich,Crystal Palace,Home,0,1,0,0.47,1.65,Kieran McKenna,first spell in data,0.7
2024/25,2024-12-08,Ipswich,Bournemouth,Home,1,2,0,1.57,3.49,Kieran McKenna,first spell in data,0.6
2024/25,2024-12-14,Ipswich,Wolves,Away,2,1,3,1.73,1.24,Kieran McKenna,first spell in data,0.8
2024/25,2024-12-21,Ipswich,Newcastle,Home,0,4,0,1.06,3.23,Kieran McKenna,first spell in data,0.8
2024/25,2024-12-27,Ipswich,Arsenal,Away,0,1,0,0.08,2.16,Kieran McKenna,first spell in data,0.8
2024/25,2024-12-30,Ipswich,Chelsea,Home,2,0,3,1.5,1.61,Kieran McKenna,first spell in data,1.1
2024/25,2025-01-05,Ipswich,Fulham,Away,2,2,1,1.44,2.65,Kieran McKenna,first spell in data,1.1
2024/25,2025-01-16,Ipswich,Brighton,Home,0,2,0,0.27,1.06,Kieran McKenna,first spell in data,0.8
2024/25,2025-01-19,Ipswich,Man City,Home,0,6,0,0.8,3.2,Kieran McKenna,first spell in data,0.7
2024/25,2025-01-25,Ipswich,Liverpool,Away,1,4,0,0.8,2.17,Kieran McKenna,first spell in data,0.7
2024/25,2025-02-01,Ipswich,Southampton,Home,1,2,0,1.95,1.18,Kieran McKenna,first spell in data,0.7
2024/25,2025-02-15,Ipswich,Aston Villa,Away,1,1,1,0.33,2.9,Kieran McKenna,first spell in data,0.8
2024/25,2025-02-22,Ipswich,Tottenham,Home,1,4,0,1.15,1.59,Kieran McKenna,first spell in data,0.5
2024/25,2025-02-26,Ipswich,Man United,Away,2,3,0,1.04,1.4,Kieran McKenna,first spell in data,0.5
2024/25,2025-03-08,Ipswich,Crystal Palace,Away,0,1,0,1.63,3.14,Kieran McKenna,first spell in data,0.5
2024/25,2025-03-15,Ipswich,Nott'm Forest,Home,2,4,0,0.52,1.31,Kieran McKenna,first spell in data,0.2
2024/25,2025-04-02,Ipswich,Bournemouth,Away,2,1,3,1.41,2.0,Kieran McKenna,first spell in data,0.4
2024/25,2025-04-05,Ipswich,Wolves,Home,1,2,0,0.87,2.81,Kieran McKenna,first spell in data,0.4
2024/25,2025-04-13,Ipswich,Chelsea,Away,2,2,1,1.6,2.91,Kieran McKenna,first spell in data,0.5
2024/25,2025-04-20,Ipswich,Arsenal,Home,0,4,0,0.19,2.81,Kieran McKenna,first spell in data,0.5
2024/25,2025-04-26,Ipswich,Newcastle,Away,0,3,0,0.13,4.12,Kieran McKenna,first spell in data,0.5
2024/25,2025-05-03,Ipswich,Everton,Away,2,2,1,1.14,0.81,Kieran McKenna,first spell in data,0.5
2024/25,2025-05-10,Ipswich,Brentford,Home,0,1,0,0.72,1.32,Kieran McKenna,first spell in data,0.5
2024/25,2025-05-18,Ipswich,Leicester,Away,0,2,0,1.37,0.79,Kieran McKenna,first spell in data,0.5
2024/25,2025-05-25,Ipswich,West Ham,Home,1,3,0,0.89,0.97,Kieran McKenna,first spell in data,0.5
2020/21,2020-09-12,Leeds,Liverpool,Away,3,4,0,0.27,3.15,Marcelo Bielsa,first spell in data,
2020/21,2020-09-19,Leeds,Fulham,Home,4,3,3,1.45,1.56,Marcelo Bielsa,first spell in data,
2020/21,2020-09-27,Leeds,Sheffield United,Away,1,0,3,1.47,1.53,Marcelo Bielsa,first spell in data,
2020/21,2020-10-03,Leeds,Man City,Home,1,1,1,2.57,1.42,Marcelo Bielsa,first spell in data,
2020/21,2020-10-19,Leeds,Wolves,Home,0,1,0,1.08,0.62,Marcelo Bielsa,first spell in data,
2020/21,2020-10-23,Leeds,Aston Villa,Away,3,0,3,2.38,1.5,Marcelo Bielsa,first spell in data,
2020/21,2020-11-02,Leeds,Leicester,Home,1,4,0,1.75,3.08,Marcelo Bielsa,first spell in data,
2020/21,2020-11-07,Leeds,Crystal Palace,Away,1,4,0,0.85,1.3,Marcelo Bielsa,first spell in data,
2020/21,2020-11-22,Leeds,Arsenal,Home,0,0,1,1.96,0.71,Marcelo Bielsa,first spell in data,
2020/21,2020-11-28,Leeds,Everton,Away,1,0,3,3.11,1.29,Marcelo Bielsa,first spell in data,1.4
2020/21,2020-12-05,Leeds,Chelsea,Away,1,3,0,1.03,4.89,Marcelo Bielsa,first spell in data,1.4
2020/21,2020-12-11,Leeds,West Ham,Home,1,2,0,1.57,1.79,Marcelo Bielsa,first spell in data,1.1
2020/21,2020-12-16,Leeds,Newcastle,Home,5,2,3,2.95,1.44,Marcelo Bielsa,first spell in data,1.1
2020/21,2020-12-20,Leeds,Man United,Away,2,6,0,1.63,4.78,Marcelo Bielsa,first spell in data,1.0
2020/21,2020-12-27,Leeds,Burnley,Home,1,0,3,2.13,1.55,Marcelo Bielsa,first spell in data,1.3
2020/21,2020-12-29,Leeds,West Brom,Away,5,0,3,1.54,0.44,Marcelo Bielsa,first spell in data,1.3
2020/21,2021-01-02,Leeds,Tottenham,Away,0,3,0,1.16,2.53,Marcelo Bielsa,first spell in data,1.3
2020/21,2021-01-16,Leeds,Brighton,Home,0,1,0,0.25,1.14,Marcelo Bielsa,first spell in data,1.3
2020/21,2021-01-26,Leeds,Newcastle,Away,2,1,3,0.79,1.14,Marcelo Bielsa,first spell in data,1.5
2020/21,2021-01-31,Leeds,Leicester,Away,3,1,3,1.81,1.73,Marcelo Bielsa,first spell in data,1.5
2020/21,2021-02-03,Leeds,Everton,Home,1,2,0,1.14,1.92,Marcelo Bielsa,first spell in data,1.5
2020/21,2021-02-08,Leeds,Crystal Palace,Home,2,0,3,2.65,0.37,Marcelo Bielsa,first spell in data,1.8
2020/21,2021-02-14,Leeds,Arsenal,Away,2,4,0,0.77,2.51,Marcelo Bielsa,first spell in data,1.5
2020/21,2021-02-19,Leeds,Wolves,Away,0,1,0,2.48,0.59,Marcelo Bielsa,first spell in data,1.5
2020/21,2021-02-23,Leeds,Southampton,Home,3,0,3,1.85,1.48,Marcelo Bielsa,first spell in data,1.5
2020/21,2021-02-27,Leeds,Aston Villa,Home,0,1,0,1.0,0.88,Marcelo Bielsa,first spell in data,1.2
2020/21,2021-03-08,Leeds,West Ham,Away,0,2,0,1.35,2.38,Marcelo Bielsa,first spell in data,1.2
2020/21,2021-03-13,Leeds,Chelsea,Home,0,0,1,0.38,0.97,Marcelo Bielsa,first spell in data,1.3
2020/21,2021-03-19,Leeds,Fulham,Away,2,1,3,1.41,1.47,Marcelo Bielsa,first spell in data,1.3
2020/21,2021-04-03,Leeds,Sheffield United,Home,2,1,3,2.51,0.87,Marcelo Bielsa,first spell in data,1.3
2020/21,2021-04-10,Leeds,Man City,Away,2,1,3,0.18,1.99,Marcelo Bielsa,first spell in data,1.6
2020/21,2021-04-19,Leeds,Liverpool,Home,1,1,1,2.6,1.6,Marcelo Bielsa,first spell in data,1.4
2020/21,2021-04-25,Leeds,Man United,Home,0,0,1,0.22,1.12,Marcelo Bielsa,first spell in data,1.5
2020/21,2021-05-01,Leeds,Brighton,Away,0,2,0,0.51,2.53,Marcelo Bielsa,first spell in data,1.5
2020/21,2021-05-08,Leeds,Tottenham,Home,3,1,3,2.55,1.03,Marcelo Bielsa,first spell in data,1.5
2020/21,2021-05-15,Leeds,Burnley,Away,4,0,3,1.86,1.41,Marcelo Bielsa,first spell in data,1.8
2020/21,2021-05-18,Leeds,Southampton,Away,2,0,3,1.58,1.31,Marcelo Bielsa,first spell in data,2.1
2020/21,2021-05-23,Leeds,West Brom,Home,3,1,3,2.49,1.02,Marcelo Bielsa,first spell in data,2.3
2021/22,2021-08-14,Leeds,Man United,Away,1,5,0,0.57,1.64,Marcelo Bielsa,first spell in data,2.0
2021/22,2021-08-21,Leeds,Everton,Home,2,2,1,0.97,1.86,Marcelo Bielsa,first spell in data,1.8
2021/22,2021-08-29,Leeds,Burnley,Away,1,1,1,1.52,1.71,Marcelo Bielsa,first spell in data,1.6
2021/22,2021-09-12,Leeds,Liverpool,Home,0,3,0,0.65,4.4,Marcelo Bielsa,first spell in data,1.5
2021/22,2021-09-17,Leeds,Newcastle,Away,1,1,1,1.43,1.18,Marcelo Bielsa,first spell in data,1.5
2021/22,2021-09-25,Leeds,West Ham,Home,1,2,0,1.2,1.99,Marcelo Bielsa,first spell in data,1.5
2021/22,2021-10-02,Leeds,Watford,Home,1,0,3,1.57,0.19,Marcelo Bielsa,first spell in data,1.5
2021/22,2021-10-16,Leeds,Southampton,Away,0,1,0,0.45,1.83,Marcelo Bielsa,first spell in data,1.2
