team_id,team,season,points,xgd_pg,start,spend_eur,signings,paid_signings,spend_rel,first_coach,last_coach,points_prev,xgd_prev,prev_last_coach,d_points,d_xgd,new_manager,log_spend
19,Man City,2024/25,71,0.5327692894736843,2024,25000000.0,1.0,1.0,0.21366973496406075,103,103,91,1.3757191184210527,103,-20,-0.8429498289473684,0,0.1936486086439856
19,Man City,2025/26,78,0.8649198157894737,2025,206800000.0,7.0,7.0,1.1645619518238515,103,103,71,0.5327692894736843,103,7,0.33215052631578945,0,0.7722180092615443
20,Man United,2015/16,66,0.1517997105263158,2015,147000000.0,4.0,4.0,3.380242825607064,76,76,70,0.3780135,76,-4,-0.2262137894736842,0,1.4771041624879508
20,Man United,2016/17,69,0.6828274736842106,2016,185000000.0,3.0,3.0,3.5080400485436893,66,66,66,0.1517997105263158,76,3,0.5310277631578948,1,1.5058624800208744
20,Man United,2017/18,81,0.4079805263157895,2017,164400000.0,3.0,3.0,2.421296807688059,66,66,69,0.6828274736842106,66,12,-0.2748469473684211,0,1.2300196627371254
20,Man United,2018/19,66,0.4294028421052632,2018,81000000.0,2.0,2.0,1.2742761403591572,66,96,81,0.4079805263157895,66,-15,0.021422315789473678,0,0.821661821710989
20,Man United,2019/20,66,0.7401973421052631,2019,159800000.0,3.0,3.0,2.2032262512063974,96,96,66,0.4294028421052632,96,0,0.3107944999999999,0,1.1641585054118755
20,Man United,2020/21,74,0.559322052631579,2020,39000000.0,1.0,1.0,0.682200428736731,96,96,66,0.7401973421052631,96,8,-0.18087528947368414,0,0.5201027154128486
20,Man United,2021/22,58,0.009542842105263159,2021,142000000.0,4.0,3.0,2.230127132951699,96,106,74,0.559322052631579,96,-16,-0.5497792105263158,0,1.1725214965069444
20,Man United,2022/23,75,0.5687773421052631,2022,238020000.0,6.0,4.0,2.075840295825993,43,43,58,0.009542842105263159,106,17,0.5592345,1,1.1235781308631552
20,Man United,2023/24,60,-0.37976152631578947,2023,202700000.0,7.0,4.0,1.4548769240155177,43,43,75,0.5687773421052631,43,-15,-0.9485388684210525,0,0.8980766272058908
20,Man United,2024/25,42,-0.10042631578947368,2024,214500000.0,5.0,5.0,1.8332863259916412,43,122,60,-0.37976152631578947,43,-18,0.27933521052631577,0,1.0414372838640522
20,Man United,2025/26,71,0.5764985789473684,2025,250700000.0,5.0,5.0,1.411777956103673,122,86,42,-0.10042631578947368,122,29,0.6769248947368421,0,0.8803642166272057
22,Newcastle,2015/16,37,-0.468878947368421,2015,69210000.0,5.0,5.0,1.591473509933775,134,105,39,-0.28402339473684207,65,-2,-0.18485555263157893,1,0.9522266366906049
22,Newcastle,2018/19,45,-0.4640747763157895,2018,25700000.0,6.0,4.0,0.404307367990498,105,105,44,-0.20649357894736844,105,1,-0.257581197368421,0,0.3395442047136162
22,Newcastle,2019/20,44,-0.8036214210526316,2019,66900000.0,4.0,3.0,0.9223769474700124,130,130,45,-0.4640747763157895,105,-1,-0.3395466447368421,1,0.6535624138316086
22,Newcastle,2020/21,45,-0.42274894736842106,2020,38750000.0,5.0,2.0,0.6778273490653417,130,130,44,-0.8036214210526316,130,1,0.3808724736842105,0,0.5174997118487255
22,Newcastle,2021/22,49,-0.5575063157894737,2021,29400000.0,1.0,1.0,0.46173054724492923,130,39,45,-0.42274894736842106,130,4,-0.13475736842105268,0,0.379621040131444
22,Newcastle,2022/23,71,0.9242317921052631,2022,143500000.0,5.0,4.0,1.2515044216915805,39,39,49,-0.5575063157894737,39,22,1.4817381078947367,0,0.8115986246445609
22,Newcastle,2023/24,60,0.5795446315789473,2023,150000000.0,5.0,4.0,1.076623278748533,39,39,71,0.9242317921052631,39,-11,-0.34468716052631576,0,0.7307431508544978
22,Newcastle,2024/25,66,0.4606539210526316,2024,68200000.0,5.0,3.0,0.5828910369819578,39,39,60,0.5795446315789473,39,6,-0.11889071052631572,0,0.45925294529031346
22,Newcastle,2025/26,49,0.08687399999999999,2025,274250000.0,6.0,5.0,1.5443961087412539,39,39,66,0.4606539210526316,39,-17,-0.3737799210526316,0,0.9338933364789649
24,Nott'm Forest,2023/24,36,-0.10773873684210523,2023,122980000.0,14.0,9.0,0.8826875388032973,131,95,38,-0.7601276052631579,131,-2,0.6523888684210527,0,0.632700297936216
